id,tokens,slots,intent
train-00023,BOS list california nevada arizona airports EOS,O O B-state_name B-state_name B-state_name O O,atis_airport
train-00024,BOS actually what are the nonstop flights from las vegas to burbank on saturday may twenty two EOS,O O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_name B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number O,atis_flight
train-00025,BOS how many nonstop flights going from dallas to oakland july twenty seventh EOS,O O O B-flight_stop O O O B-fromloc.city_name O B-toloc.city_name B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number O,atis_quantity
train-00026,BOS i would like an early morning nonstop flight from new york to las vegas on february twenty eighth EOS,O O O O O B-depart_time.period_of_day B-depart_time.period_of_day B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number O,atis_flight
train-00027,BOS show me a list of flights from boston to dc arriving before 9 am on july twenty second EOS,O O O O O O O O B-fromloc.city_name O B-toloc.state_code O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number O,atis_flight
train-00028,BOS is there a late afternoon flight leaving washington for denver EOS,O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00029,BOS okay on tuesday june first i'd like to go from phoenix to detroit in the late afternoon EOS,O O O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day O,atis_flight
train-00030,BOS i need a list of late afternoon flights from chicago to milwaukee EOS,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00031,BOS i need a list of late afternoon flights from st. louis to chicago EOS,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00032,BOS what flights are available from indianapolis to san diego on april twenty first in the late afternoon EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day I-depart_time.period_of_day O,atis_flight
train-00033,BOS what does ls stand for EOS,O O O B-meal_code O O O,atis_abbreviation
train-00034,BOS what does s designate as a meal EOS,O O O B-meal_code O O O B-meal O,atis_abbreviation
train-00035,BOS show me evening flights to baltimore EOS,O O O B-period_of_day O O B-toloc.city_name O,atis_flight
train-00036,BOS list the flights on wednesday from denver to washington arriving in washington between 1115 am and 1245 pm EOS,O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-00037,BOS list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm EOS,O O O B-flight_stop O O B-arrive_date.day_name B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-00038,BOS list the wednesday flights from denver to baltimore arriving in baltimore between 1115 am and 1245 pm EOS,O O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-00039,BOS list the nonstop flights on wednesday june second from miami to washington arriving in washington between 1115 am and 1245 pm EOS,O O O B-flight_stop O O B-arrive_date.day_name B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-00040,BOS show me all of the daily flights arriving in denver between 8 pm and 9 pm EOS,O O O O O O B-flight_days O O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-00041,BOS list all trans world airline flights from indianapolis to houston that arrive in houston between 1030 am and 1130 am EOS,O O O B-airline_name I-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-00042,BOS i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm EOS,O O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-00043,BOS what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm EOS,O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O O O B-toloc.city_name B-toloc.state_name O B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-00044,BOS i would like to find a flight from charlotte north carolina to las vegas i would like a stopover in st. louis EOS,O O O O O O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name I-toloc.city_name O O O O O O B-stoploc.city_name I-stoploc.city_name O,atis_flight
train-00045,BOS flights from newark new jersey to cleveland ohio EOS,O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name O,atis_flight
train-00046,BOS what flights do you have from newark new jersey to ontario california that connect in phoenix EOS,O O O O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-connect O B-stoploc.city_name O,atis_flight
train-00047,BOS flights from newark new jersey to cleveland EOS,O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name O,atis_flight
train-00048,BOS show me the flights from newark new jersey to ontario international next saturday EOS,O O O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.airport_name I-toloc.airport_name B-depart_date.date_relative B-depart_date.day_name O,atis_flight
train-00049,BOS flights from newark new jersey to minneapolis EOS,O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name O,atis_flight
train-00050,BOS rental cars in washington dc EOS,O B-transport_type I-transport_type O B-city_name B-state_code O,atis_ground_service
train-00051,BOS i'll need to rent a car in washington dc EOS,O O O O O O B-transport_type O B-city_name B-state_code O,atis_ground_service
train-00052,BOS what sort of ground transportation is there in washington dc EOS,O O O O O O O O O B-city_name B-state_code O,atis_ground_service
train-00053,BOS show me airports near washington dc EOS,O O O O O B-city_name B-state_code O,atis_airport
train-00054,BOS show me airports in washington dc EOS,O O O O O B-city_name B-state_code O,atis_airport
train-00055,BOS fine can you give me information on ground transportation in washington dc to downtown EOS,O O O O O O O O O O O B-city_name B-state_code O O O,atis_ground_service
train-00056,BOS show me ground transportation in washington dc EOS,O O O O O O B-city_name B-state_code O,atis_ground_service
train-00057,BOS what flights are there available from philadelphia to denver on wednesday with economy class EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-economy I-economy O,atis_flight
train-00058,BOS can you show me economy class one way fares for flights from oakland to dallas on december sixteenth EOS,O O O O O B-economy I-economy B-round_trip I-round_trip O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_airfare
train-00059,BOS how many fare codes belong to economy class EOS,O O O O O O O B-economy I-economy O,atis_quantity
train-00060,BOS what is the coach economy class night service from boston to san francisco EOS,O O O O B-class_type B-economy I-economy B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00061,BOS what flights are there from san francisco to philadelphia daily with economy class EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-flight_days O B-economy I-economy O,atis_flight
train-00062,BOS all flights from washington dc to san francisco after 5 pm on november twelfth economy class EOS,O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number B-economy I-economy O,atis_flight
train-00063,BOS all flights from boston to washington dc after 5 pm on november eleventh economy class EOS,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number B-economy I-economy O,atis_flight
train-00064,BOS i want to know what flights you have available coach or economy class from baltimore to dallas EOS,O O O O O O O O O O B-class_type B-or B-economy I-economy O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00065,BOS all flights from baltimore to atlanta between 1 o'clock and 3 o'clock in the afternoon EOS,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O O B-depart_time.period_of_day O,atis_flight
train-00066,BOS list flights from atlanta to boston leaving between 6 pm and 10 pm on august eighth EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00067,BOS display flights from dallas to atlanta which depart between 2 pm and 6 pm EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O,atis_flight
train-00068,BOS please show me the flights from denver to baltimore between 10 am and 2 pm EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O,atis_flight
train-00069,BOS list all flights leaving denver between 8 pm and 9 pm EOS,O O O O O B-fromloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O,atis_flight
train-00070,BOS what are the flights available between 10 am and 3 pm between pittsburgh and fort worth EOS,O O O O O O O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00071,BOS please show me flights from philadelphia to baltimore between 10 am and 2 pm EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O,atis_flight
train-00072,BOS flights from denver to baltimore between 10 am and 2 pm EOS,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O,atis_flight
train-00073,BOS are snacks served on tower air EOS,O O B-meal_description O O B-airline_name I-airline_name O,atis_meal
train-00074,BOS what types of meals are available EOS,O O O O B-meal O O O,atis_meal
train-00075,BOS are meals ever served on tower air EOS,O O B-meal O O O B-airline_name I-airline_name O,atis_meal
train-00076,BOS what are my meal options from boston to denver EOS,O O O O B-meal O O B-fromloc.city_name O B-toloc.city_name O,atis_meal
train-00077,BOS what meals are there on flight 382 from milwaukee to washington dc on tuesday morning EOS,O O B-meal O O O O B-flight_number O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name B-depart_time.period_of_day O,atis_meal
train-00078,BOS what are all the available meals EOS,O O O O O O B-meal O,atis_meal
train-00079,BOS do i get a meal on the atlanta to bwi flight eastern 210 EOS,O O O O O B-meal O O B-fromloc.city_name O B-toloc.airport_code O B-airline_name B-flight_number O,atis_meal
train-00080,BOS show me all meals on flights from atlanta to washington EOS,O O O O B-meal O O O B-fromloc.city_name O B-toloc.city_name O,atis_meal
train-00081,BOS is there a meal on delta flight 852 from san francisco to dallas fort worth EOS,O O O O B-meal O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O,atis_meal
train-00082,BOS find me the latest return flight from atlanta to boston on the same day EOS,O O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name O O O B-return_date.date_relative O,atis_flight
train-00083,BOS how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-return_date.date_relative O O O O O O O O O B-toloc.city_name O,atis_flight
train-00084,BOS what flights can i take between boston and atlanta so that when i leave boston i will have the maximum amount of time on the ground in atlanta and still return in the same day EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-fromloc.city_name O O O O O O O O O O O O B-toloc.city_name O O O O O O B-return_date.date_relative O,atis_flight
train-00085,BOS find me the earliest flight from boston to atlanta and the latest return to boston on the same day EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-flight_mod O O B-toloc.city_name O O O B-return_date.date_relative O,atis_flight
train-00086,BOS find me the earliest boston departure and the latest atlanta return trip so that i can be on the ground the maximum amount of time in atlanta and return to boston on the same day EOS,O O O O B-flight_mod B-fromloc.city_name O O O B-flight_mod B-fromloc.city_name O O O O O O O O O O O O O O O O B-toloc.city_name O O O B-toloc.city_name O O O B-return_date.date_relative O,atis_flight
train-00087,BOS i want to travel from kansas city to chicago round trip leaving wednesday june sixteenth arriving in chicago at around 7 o'clock in the evening and returning the next day arriving in kansas city at around 7 o'clock in the evening which airlines fly that route EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day O O O B-return_date.date_relative O O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day O O O O O O,atis_flight
train-00088,BOS find me the earliest boston departure for atlanta and the lastest return trip from atlanta so that i can be in atlanta the longest amount of time but return to boston the same day EOS,O O O O B-flight_mod B-fromloc.city_name O O B-toloc.city_name O O B-flight_mod O O O B-fromloc.city_name O O O O O O B-toloc.city_name O O O O O O O O B-toloc.city_name O O B-return_date.date_relative O,atis_flight
train-00089,BOS i would like to fly from pittsburgh to atlanta on us air at the latest time possible in the evening EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O B-flight_mod I-flight_mod I-flight_mod O O B-depart_time.period_of_day O,atis_flight
train-00090,BOS list all day time flights from pittsburgh to boston EOS,O O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00091,BOS what is the earliest arriving flight between boston and washington dc EOS,O O O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
train-00092,BOS what's the earliest arriving flight between boston and washington dc EOS,O O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
train-00093,BOS coach fares only weekdays for denver to boston EOS,O B-class_type O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-00094,BOS i'd like a red eye flight from new york to los angeles on saturday evening on us air EOS,O O O O B-flight_mod I-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-airline_name I-airline_name O,atis_flight
train-00095,BOS i need to take ten people from denver to phoenix please give me the flights during the week EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-flight_mod I-flight_mod I-flight_mod O,atis_flight
train-00096,BOS i need to take ten people from phoenix to san diego please give me the flights during week days EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-flight_mod I-flight_mod I-flight_mod O,atis_flight
train-00097,BOS what is the earliest arriving flight from boston to washington dc EOS,O O O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_flight
train-00098,BOS what's the latest flight out of denver that arrives in pittsburgh next monday EOS,O O O B-flight_mod O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-00099,BOS what flights from salt lake city to new york city arrive next saturday before 6 pm EOS,O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-arrive_date.date_relative B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-00100,BOS what flights from kansas city to chicago arrive at chicago at 7 pm next wednesday EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-00101,BOS what flights leave chicago and arrive in detroit around 6 pm next tuesday EOS,O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-00102,BOS what are the flights that leave detroit and arrive in chicago around 7 pm next wednesday EOS,O O O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-00103,BOS please find all the flights from cincinnati to any airport in the new york city area that arrive next saturday before 6 pm EOS,O O O O O O O B-fromloc.city_name O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-arrive_date.date_relative B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight
train-00104,BOS find flights arriving new york city next saturday EOS,O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-00105,BOS all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-00106,BOS show me all the flights arriving in charlotte around 5 pm next monday please EOS,O O O O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O O,atis_flight
train-00107,BOS explain the restriction ap 57 EOS,O O O O B-restriction_code I-restriction_code O,atis_abbreviation
train-00108,BOS what does ap 20 mean EOS,O O O B-restriction_code I-restriction_code O O,atis_abbreviation
train-00109,BOS what is the ap 57 restriction EOS,O O O O B-restriction_code I-restriction_code O O,atis_abbreviation
train-00110,BOS what is restriction ap 57 EOS,O O O O B-restriction_code I-restriction_code O,atis_abbreviation
train-00111,BOS what does restriction ap 57 EOS,O O O O B-restriction_code I-restriction_code O,atis_abbreviation
train-00112,BOS explain the restriction ap 80 EOS,O O O O B-restriction_code I-restriction_code O,atis_abbreviation
train-00113,BOS what does restriction ap 80 mean EOS,O O O O B-restriction_code I-restriction_code O O,atis_abbreviation
train-00114,BOS what does restriction ap 57 mean EOS,O O O O B-restriction_code I-restriction_code O O,atis_abbreviation
train-00115,BOS what are restrictions ap 57 EOS,O O O O B-restriction_code I-restriction_code O,atis_abbreviation
train-00116,BOS is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning EOS,O O B-airline_code O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-flight_stop I-flight_stop O B-depart_date.today_relative B-depart_time.period_of_day O,atis_flight
train-00117,BOS what is the earliest flight that has no stops from washington to san francisco on friday EOS,O O O O B-flight_mod O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O,atis_flight
train-00118,BOS is there one stop with the us air boston leaving at 705 to atlanta EOS,O O O B-flight_stop I-flight_stop O O B-airline_name I-airline_name B-toloc.city_name O O B-arrive_time.time O B-toloc.city_name O,atis_flight
train-00119,BOS list all flights from boston to san francisco with the maximum number of stops EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-flight_stop I-flight_stop I-flight_stop I-flight_stop O,atis_flight
train-00120,BOS i'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh EOS,O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name O,atis_flight
train-00121,BOS i want a flight from philadelphia to dallas that at least has one stop EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-mod O B-flight_stop I-flight_stop O,atis_flight
train-00122,BOS philadelphia to san francisco with one stop in dallas please EOS,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name O O,atis_flight
train-00123,BOS is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city EOS,O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop I-flight_stop O O O O,atis_flight
train-00124,BOS show me the flights from philadelphia to dallas with one stop EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-flight_stop I-flight_stop O,atis_flight
train-00125,BOS show me the flights that go from san diego to newark with one stop in houston EOS,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name O,atis_flight
train-00126,BOS i need a flight from atlanta to charlotte north carolina next monday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name B-depart_date.date_relative B-depart_date.day_name O,atis_flight
train-00127,BOS list the cheapest one way flight from miami florida to charlotte north carolina EOS,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O,atis_flight
train-00128,BOS what are the flights from st. louis to charlotte north carolina leaving on friday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O O B-depart_date.day_name O,atis_flight
train-00129,BOS show me the flights from san diego to newark new jersey EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O,atis_flight
train-00130,BOS i need to fly from atlanta to charlotte north carolina next monday EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name B-depart_date.date_relative B-depart_date.day_name O,atis_flight
train-00131,BOS wednesday morning flights between baltimore and newark new jersey EOS,O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O,atis_flight
train-00132,BOS tell me about flights from atlanta to charlotte north carolina leaving on monday and arriving in charlotte EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O O B-depart_date.day_name O O O B-toloc.city_name O,atis_flight
train-00133,BOS show me the flights that go from san diego to newark new jersey EOS,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O,atis_flight
train-00134,BOS show me the flights that go from san diego to newark new jersey by way of houston EOS,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O O O B-stoploc.city_name O,atis_flight
train-00135,BOS give me the flights from memphis tennessee to charlotte north carolina EOS,O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name O,atis_flight
