id,tokens,slots,intent
test-00084,BOS show me the flights from indianapolis to orlando with round trip fares less than 1288 EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-round_trip I-round_trip O B-cost_relative O B-fare_amount O,atis_flight
test-00085,BOS show me what flights are available from baltimore to dallas with economy fares EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-economy O O,atis_flight
test-00086,BOS baltimore to kansas city economy EOS,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-economy O,atis_flight
test-00087,BOS economy fares new york to miami round trip EOS,O B-economy O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O,atis_airfare
test-00088,BOS find me all the round trip flights from burbank to milwaukee stopping in st. louis EOS,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name I-stoploc.city_name O,atis_flight
test-00089,BOS i'd like to find a flight from charlotte to las vegas and make a stop in st. louis EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name O,atis_flight
test-00090,BOS can you tell me which flights go from memphis to tacoma and make a stop in los angeles EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name O,atis_flight
test-00091,BOS is there a flight between oakland and boston with a stopover in dallas fort worth on twa EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_code O,atis_flight
test-00092,BOS show me all direct flights from san francisco to boston departing before noon EOS,O O O O B-connect O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time O,atis_flight
test-00093,BOS do you have an early morning direct flight from philadelphia to pittsburgh EOS,O O O O O B-depart_time.period_of_day B-depart_time.period_of_day B-connect O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00094,BOS which united flights from boston to san francisco make connections EOS,O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-connect O,atis_flight
test-00095,BOS nonstop or connecting flights from seattle to boston EOS,O B-flight_stop B-or B-connect O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00096,BOS please give me direct morning flights from pittsburgh to atlanta EOS,O O O O B-connect B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00097,BOS list the flights that leave from philadelphia to atlanta early thursday morning before 8 am EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
test-00098,BOS give me the flights from boston to san francisco leaving early today EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_mod B-depart_date.today_relative O,atis_flight
test-00099,BOS show me the continental flights leaving chicago early saturday morning EOS,O O O O B-airline_name O O B-fromloc.city_name B-depart_time.period_mod B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
test-00100,BOS which flights are leaving from kansas city to atlanta early monday morning EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
test-00101,BOS i would like to find flights from columbus to minneapolis on monday june fourteenth early in the morning or in the evening sunday june thirteenth thank you EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number B-depart_time.period_mod O O B-depart_time.period_of_day B-or O O B-depart_time.period_of_day B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O O,atis_flight
test-00102,BOS and from milwaukee to atlanta before 10 am daily EOS,O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-flight_days O,atis_flight
test-00103,BOS list daily flights from denver to boston EOS,O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00104,BOS list flights from boston to pittsburgh daily EOS,O O O O B-fromloc.city_name O B-toloc.city_name B-flight_days O,atis_flight
test-00105,BOS show me all daily flights between milwaukee and orlando EOS,O O O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00106,BOS list daily flights from boston to oakland using continental airlines EOS,O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O,atis_flight
test-00107,BOS show me the flights arriving in baltimore on june fifteenth leaving either from denver or dallas EOS,O O O O O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O O O B-fromloc.city_name B-or B-fromloc.city_name O,atis_flight
test-00108,BOS list the flights from pittsburgh to baltimore arriving on july first EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.month_name B-arrive_date.day_number O,atis_flight
test-00109,BOS show me the flights arriving on baltimore on june fourteenth EOS,O O O O O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O,atis_flight
test-00110,BOS show me the cheapest flight arriving in baltimore on june fourteenth starting from dallas EOS,O O O O B-cost_relative O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O O B-fromloc.city_name O,atis_flight
test-00111,BOS how many airlines fly from new york to los angeles by way of milwaukee EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name O,atis_quantity
test-00112,BOS how many flights does twa have in business class EOS,O O O O O B-airline_code O O B-class_type I-class_type O,atis_quantity
test-00113,BOS how many first class flights does delta have today EOS,O O O B-class_type I-class_type O O B-airline_name O B-depart_date.today_relative O,atis_quantity
test-00114,BOS how many flights does twa have with business class EOS,O O O O O B-airline_code O O B-class_type I-class_type O,atis_quantity
test-00115,BOS how many first class flights does united have leaving from all cities today EOS,O O O B-class_type I-class_type O O B-airline_name O O O O O B-depart_date.today_relative O,atis_quantity
test-00116,BOS what time does the tuesday morning 755 flight leaving washington arrive in san francisco EOS,O O B-flight_time O O B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O,atis_flight_time
test-00117,BOS i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines EOS,O O O O O B-flight_time O O B-flight_mod O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O,atis_flight_time
test-00118,BOS when does continental fly from philadelphia to denver on sundays EOS,O B-flight_time O B-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight_time
test-00119,BOS i would like a schedule of flights from san francisco to boston on wednesday EOS,O O O O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight_time
test-00120,BOS in pittsburgh i'd like to rent a car EOS,O O B-city_name O O O O O B-transport_type O,atis_ground_service
test-00121,BOS is there limousine service available at baltimore airport EOS,O O O B-transport_type O O O B-airport_name I-airport_name O,atis_ground_service
test-00122,BOS may i have a listing of flights from long beach california to columbus ohio on wednesday EOS,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name O,atis_flight
test-00123,BOS i need a ticket from nashville tennessee to seattle EOS,O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name O,atis_airfare
test-00124,BOS i'd need information please on a flight from washington dc san francisco california EOS,O O O O O O O O O B-fromloc.city_name B-fromloc.state_code B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O,atis_flight
test-00125,BOS please list any flights from oakland california to philadelphia on tuesday EOS,O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
test-00126,BOS can you tell me which flight from dallas to baltimore has the least expensive fare EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative I-cost_relative O O,atis_flight
test-00127,BOS of the flights available from dallas to baltimore on august third which airline has the least expensive flight EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O O O B-cost_relative I-cost_relative O O,atis_flight
test-00128,BOS what are the most expensive first class tickets between boston and san francisco EOS,O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
test-00129,BOS what are the least expensive flights from denver to atlanta EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00130,BOS what's the price of the least expensive first class round trip ticket on us air from cleveland to miami EOS,O O O O O O B-cost_relative I-cost_relative B-class_type I-class_type B-round_trip I-round_trip O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
test-00131,BOS great now what i want to find out is on april twentieth from washington to denver do you have a flight least expensive fare around 5 o'clock in the morning EOS,O O O O O O O O O O O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O O O O O B-cost_relative I-cost_relative O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day O,atis_flight
test-00132,BOS what ground transportation is available between milwaukee airport and downtown milwaukee EOS,O O O O O O O B-airport_name I-airport_name O O B-city_name O,atis_ground_service
test-00133,BOS please list all the takeoffs and landings for general mitchell international EOS,O O O O O O O O O B-airport_name I-airport_name I-airport_name O,atis_flight
test-00134,BOS what ground transportation is available from la guardia airport into new york city EOS,O O O O O O O B-airport_name I-airport_name I-airport_name O B-city_name I-city_name I-city_name O,atis_ground_service
test-00135,BOS what ground transportation is available from dallas fort worth airport to downtown dallas EOS,O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name O O B-city_name O,atis_ground_service
test-00136,BOS ground transportation please in the city of boston between airport and downtown EOS,O O O O O O B-city_name I-city_name I-city_name O O O O O,atis_ground_service
test-00137,BOS ground san francisco EOS,O O B-city_name I-city_name O,atis_ground_service
test-00138,BOS tell me about ground transportation at san francisco EOS,O O O O O O O B-city_name I-city_name O,atis_ground_service
test-00139,BOS now show me all the flights from st. louis to burbank EOS,O O O O O O O O B-city_name I-city_name O B-toloc.city_name O,atis_flight
test-00140,BOS saturday or sunday flights between milwaukee and phoenix american airlines EOS,O B-depart_date.day_name B-or B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name B-airline_name I-airline_name O,atis_flight
test-00141,BOS show me all flights from denver or philadelphia or pittsburgh to baltimore EOS,O O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00142,BOS what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-airline_code B-airline_name B-or B-airline_name O,atis_flight
test-00143,BOS list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia EOS,O O O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O O O B-toloc.city_name O,atis_flight
test-00144,BOS what does the fare code y mean EOS,O O O O O O B-fare_basis_code O O,atis_abbreviation
test-00145,BOS what does fare code qw mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
test-00146,BOS what is fare code qw EOS,O O O O O B-fare_basis_code O,atis_abbreviation
test-00147,BOS what does fare code bn mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
test-00148,BOS what does the fare code yn mean EOS,O O O O O O B-fare_basis_code O O,atis_abbreviation
test-00149,BOS list all flights on united from san francisco to boston with fare code qx EOS,O O O O O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-fare_basis_code O,atis_flight
test-00150,BOS what is the latest flight from boston to denver that serves a meal EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O B-meal O,atis_flight
test-00151,BOS list all flights from chicago to seattle on continental which depart on saturday and serve meals EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O O O B-depart_date.day_name O O B-meal O,atis_flight
test-00152,BOS could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal EOS,O O O O O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-meal O,atis_flight
test-00153,BOS give me the saturday morning flights with meals from chicago to minneapolis EOS,O O O O B-depart_date.day_name B-depart_time.period_of_day O O B-meal O B-fromloc.city_name O B-toloc.city_name O,atis_flight
test-00154,BOS list flights from seattle to salt lake city on delta l10 EOS,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name B-aircraft_code O,atis_flight
test-00155,BOS show me all flights from san diego to phoenix on a boeing 737 EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-aircraft_code O,atis_flight
test-00156,BOS what is a d9s EOS,O O O O B-aircraft_code O,atis_abbreviation
test-00157,BOS what is the earliest flight between baltimore and oakland that serves breakfast EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description O,atis_flight
test-00158,BOS a breakfast flight from denver to san francisco please EOS,O O B-meal_description O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,atis_flight
