utterance,labels,delexicalised,intent
Play Inside The Eye by twinkie clark,O B-album I-album I-album O B-artist I-artist ,Play _album_ by _artist_,PlayMusic
Play Goa music on Google Music,O B-genre O O B-service I-service ,Play _genre_ music on _service_,PlayMusic
Play The Way It Has To Be by Tom G Warrior on Zvooq,O B-album I-album I-album I-album I-album I-album O B-artist I-artist I-artist O B-service ,Play _album_ by _artist_ on _service_,PlayMusic
Play some nineties chant music from Nicoleta Nicola,O O B-year B-music_item O O B-artist I-artist ,Play some _year_ _music_item_ music from _artist_,PlayMusic
Play Alone Again from Mike Viola,O B-album I-album O B-artist I-artist ,Play _album_ from _artist_,PlayMusic
open Spotify and play a couple of celtic songs,O B-service O O O O O B-genre O ,open _service_ and play a couple of _genre_ songs,PlayMusic
Play a concerto by Thekra,O O B-music_item O B-artist ,Play a _music_item_ by _artist_,PlayMusic
play The Trail Of The Lonesome Pine on Netflix,O B-track I-track I-track I-track I-track I-track O B-service ,play _track_ on _service_,PlayMusic
Please play the newest music by Evil Jared Hasselhoff,O O O B-sort O O B-artist I-artist I-artist ,Please play the _sort_ music by _artist_,PlayMusic
Play Noctámbulo pl,O B-playlist O ,Play _playlist_ pl,PlayMusic
Open up Lastfm and play some songs,O O B-service O O O O ,Open up _service_ and play some songs,PlayMusic
Can you play a top 5 song by Manos Hadjidakis,O O O O B-sort I-sort B-music_item O B-artist I-artist ,Can you play a _sort_ _music_item_ by _artist_,PlayMusic
Play sixties on Spotify,O B-year O B-service ,Play _year_ on _service_,PlayMusic
Play music by Antonella Barba from the album Bath,O O O B-artist I-artist O O B-music_item B-album ,Play music by _artist_ from the _music_item_ _album_,PlayMusic
Play melody music from the fourties,O B-music_item O O O B-year ,Play _music_item_ music from the _year_,PlayMusic
Play some Katiejane Garside on Vimeo,O O B-artist I-artist O B-service ,Play some _artist_ on _service_,PlayMusic
Play me a top-ten song by Phil Ochs on Groove Shark,O O O B-sort B-music_item O B-artist I-artist O B-service I-service ,Play me a _sort_ _music_item_ by _artist_ on _service_,PlayMusic
Play Out From Under from Hurricane Chris,O B-track I-track I-track O B-artist I-artist ,Play _track_ from _artist_,PlayMusic
Play a sound track by Pee Wee Russell on Zvooq,O O B-music_item I-music_item O B-artist I-artist I-artist O B-service ,Play a _music_item_ by _artist_ on _service_,PlayMusic
Play One Way Ticket by Ray Kennedy,O B-track I-track I-track O B-artist I-artist ,Play _track_ by _artist_,PlayMusic
Play my entertaining playlist,O O B-playlist O ,Play my _playlist_ playlist,PlayMusic
Will you pull up my Jueves de Antaño playlist,O O O O O B-playlist I-playlist I-playlist O ,Will you pull up my _playlist_ playlist,PlayMusic
Play some eighties movement music,O O B-year B-music_item O ,Play some _year_ _music_item_ music,PlayMusic
Use Spotify to play me music,O B-service O O O O ,Use _service_ to play me music,PlayMusic
use Deezer to play top five Moya Brennan,O B-service O O B-sort I-sort B-artist I-artist ,use _service_ to play _sort_ _artist_,PlayMusic
I'd like to hear Nas's greatest ballad,O O O O O B-artist O B-sort B-music_item ,I'd like to hear _artist_'s _sort_ _music_item_,PlayMusic
Open Netflix and find a movie with the song heartful,O B-service O O O O O O B-music_item B-playlist ,Open _service_ and find a movie with the _music_item_ _playlist_,PlayMusic
PLay some fourties music from Erin Harkes,O O B-year O O B-artist I-artist ,PLay some _year_ music from _artist_,PlayMusic
Play dhafer youssef top-twenty on netflix,O B-artist I-artist B-sort O B-service ,Play _artist_ _sort_ on _service_,PlayMusic
I'd like to play the top ten Mickdeth on Google Music,O O O O O O B-sort I-sort B-artist O B-service I-service ,I'd like to play the _sort_ _artist_ on _service_,PlayMusic
play music by Don Reno,O O O B-artist I-artist ,play music by _artist_,PlayMusic
Play some Last Fm music like the 1992 ep from Peaches,O O B-service I-service O O O B-year B-music_item O B-artist ,Play some _service_ music like the _year_ _music_item_ from _artist_,PlayMusic
Play some indie music on spotify,O O B-genre O O B-service ,Play some _genre_ music on _service_,PlayMusic
Play a cohesive playlist for me,O O B-playlist O O O ,Play a _playlist_ playlist for me,PlayMusic
Play 1966 theme music on Slacker,O B-year B-music_item O O B-service ,Play _year_ _music_item_ music on _service_,PlayMusic
Play some jpop on Google Music,O O B-genre O B-service I-service ,Play some _genre_ on _service_,PlayMusic
Play music from 2002,O O O B-year ,Play music from _year_,PlayMusic
play Lastfm pop tunes,O B-service B-genre O ,play _service_ _genre_ tunes,PlayMusic
play a concerto that was most popular in 1958 by mickey hart,O O B-music_item O O B-sort I-sort O B-year O B-artist I-artist ,play a _music_item_ that was _sort_ in _year_ by _artist_,PlayMusic
Let me listen to Rouhollah Khaleghi on deezer,O O O O B-artist I-artist O B-service ,Let me listen to _artist_ on _service_,PlayMusic
Please play music from Itunes,O O O O B-service ,Please play music from _service_,PlayMusic
Play me the most popular Peja song on Slacker,O O O B-sort I-sort B-artist B-music_item O B-service ,Play me the _sort_ _artist_ _music_item_ on _service_,PlayMusic
Play my 70s Smash Hits playlist,O O B-playlist I-playlist I-playlist O ,Play my _playlist_ playlist,PlayMusic
Play me a song from the fourties,O O O B-music_item O O B-year ,Play me a _music_item_ from the _year_,PlayMusic
Play celtic music,O B-genre O ,Play _genre_ music,PlayMusic
play Moustapha Amar Make It Rain,O B-artist I-artist B-track I-track I-track ,play _artist_ _track_,PlayMusic
I want to hear a top ten soundtrack from 1984 by Shinehead,O O O O O B-sort I-sort B-music_item O B-year O B-artist ,I want to hear a _sort_ _music_item_ from _year_ by _artist_,PlayMusic
Play the 1951 ballad,O O B-year B-music_item ,Play the _year_ _music_item_,PlayMusic
I want to hear Dave Seaman's ep,O O O O B-artist I-artist O B-music_item ,I want to hear _artist_'s _music_item_,PlayMusic
Play music from artist Ashley,O O O O B-artist ,Play music from artist _artist_,PlayMusic
play Miguelito top charting album,O B-artist B-sort O B-music_item ,play _artist_ _sort_ charting _music_item_,PlayMusic
I want to hear Papa Mali's songs from the fifties,O O O O B-artist I-artist O O O O B-year ,I want to hear _artist_'s songs from the _year_,PlayMusic
play some tango on iheart,O O B-genre O B-service ,play some _genre_ on _service_,PlayMusic
Play jazz music by Zvooq,O B-genre O O B-service ,Play _genre_ music by _service_,PlayMusic
play songs by Wise,O O O B-artist ,play songs by _artist_,PlayMusic
Play music from the eighties on Slacker,O O O O B-year O B-service ,Play music from the _year_ on _service_,PlayMusic
I want to hear Ready by Frankenstein Drag Queens From Planet 13,O O O O B-album O B-artist I-artist I-artist I-artist I-artist I-artist ,I want to hear _album_ by _artist_,PlayMusic
Play a song from the seventies by Pepe Aguilar,O O B-music_item O O B-year O B-artist I-artist ,Play a _music_item_ from the _year_ by _artist_,PlayMusic
Play something by Brian Chase,O O O B-artist I-artist ,Play something by _artist_,PlayMusic
open Fadl Shaker on Spotify and play a melody starting with the newest,O B-artist I-artist O B-service O O O B-music_item O O O B-sort ,open _artist_ on _service_ and play a _music_item_ starting with the _sort_,PlayMusic
Play a Scott Lafaro soundtrack,O O B-artist I-artist B-music_item ,Play a _artist_ _music_item_,PlayMusic
play songs from the sixties,O O O O B-year ,play songs from the _year_,PlayMusic
Play a tune from Space Mandino,O O B-music_item O B-artist I-artist ,Play a _music_item_ from _artist_,PlayMusic
Open Vimeo and paly every song released in 1986,O B-service O O B-track B-music_item O O B-year ,Open _service_ and paly _track_ _music_item_ released in _year_,PlayMusic
Find me music by Kaori Utatsuki off the album that has top-twenty hits,O O O O B-artist I-artist O O B-music_item O O B-sort O ,Find me music by _artist_ off the _music_item_ that has _sort_ hits,PlayMusic
Play my playlist TGIF on itunes,O O O B-playlist O B-service ,Play my playlist _playlist_ on _service_,PlayMusic
Play some thrash metal,O O B-genre I-genre ,Play some _genre_,PlayMusic
play a top-10 ballad from 1995,O O B-sort B-music_item O B-year ,play a _sort_ _music_item_ from _year_,PlayMusic
Play ballad from Mandy Moore,O B-music_item O B-artist I-artist ,Play _music_item_ from _artist_,PlayMusic
Play movement music from Sheryfa Luna,O B-music_item O O B-artist I-artist ,Play _music_item_ music from _artist_,PlayMusic
Play the artist Joe,O O O B-artist ,Play the artist _artist_,PlayMusic
play some Prabha Atre,O O B-artist I-artist ,play some _artist_,PlayMusic
Play ballad music by Jeff Lynne,O B-music_item O O B-artist I-artist ,Play _music_item_ music by _artist_,PlayMusic
Play me a 1957 ep,O O O B-year B-music_item ,Play me a _year_ _music_item_,PlayMusic
Play Pease Porridge Hot by Johnny Vicious on Zvooq,O B-track I-track I-track O B-artist I-artist O B-service ,Play _track_ by _artist_ on _service_,PlayMusic
play a 1994 tune by Lena Horne,O O B-year B-music_item O B-artist I-artist ,play a _year_ _music_item_ by _artist_,PlayMusic
Play a tune by Houston on Spotify,O O B-music_item O B-artist O B-service ,Play a _music_item_ by _artist_ on _service_,PlayMusic
Play a top fifty track from the twenties,O O B-sort I-sort B-music_item O O B-year ,Play a _sort_ _music_item_ from the _year_,PlayMusic
Play Sense Tu from Ebi Hamedi,O B-track I-track O B-artist I-artist ,Play _track_ from _artist_,PlayMusic
play a good John Maher record with Netflix,O O B-sort B-artist I-artist B-music_item O B-service ,play a _sort_ _artist_ _music_item_ with _service_,PlayMusic
use netflix to play Bizzy Bone Kiss Me Goodnight Sergeant Major,O B-service O O B-artist I-artist B-track I-track I-track I-track I-track ,use _service_ to play _artist_ _track_,PlayMusic
Play music from 1969 on lastfm ,O O O B-year O B-service ,Play music from _year_ on _service_ ,PlayMusic
play something from 1981,O O O B-year ,play something from _year_,PlayMusic
play Heavy Machinery by Phil Spector on Zvooq,O B-album I-album O B-artist I-artist O B-service ,play _album_ by _artist_ on _service_,PlayMusic
Play i believe from Chico Buarque off of iheart,O B-track I-track O B-artist I-artist O O B-service ,Play _track_ from _artist_ off of _service_,PlayMusic
Play some symphonic rock,O O B-genre I-genre ,Play some _genre_,PlayMusic
Play some twenties chant music on Slacker,O O B-year B-music_item O O B-service ,Play some _year_ _music_item_ music on _service_,PlayMusic
Play some songs from the fifties,O O O O O B-year ,Play some songs from the _year_,PlayMusic
Play a song by Electric Tones from their Kurutta Taiyō album on Last Fm,O O B-music_item O B-artist I-artist O O B-album I-album B-music_item O B-service I-service ,Play a _music_item_ by _artist_ from their _album_ _music_item_ on _service_,PlayMusic
play some Bertine Zetlitz record,O O B-artist I-artist B-music_item ,play some _artist_ _music_item_,PlayMusic
Play my Hardstyle Baby playlist on Netflix,O O B-playlist I-playlist O O B-service ,Play my _playlist_ playlist on _service_,PlayMusic
Play the top symphony music from Ejigayehu Shibabaw,O O B-sort B-music_item O O B-artist I-artist ,Play the _sort_ _music_item_ music from _artist_,PlayMusic
Open Itunes and play Heath music from 1981,O B-service O O B-artist O O B-year ,Open _service_ and play _artist_ music from _year_,PlayMusic
I want to listen to a concerto from Timour Moutsouraev,O O O O O O B-music_item O B-artist I-artist ,I want to listen to a _music_item_ from _artist_,PlayMusic
Play me the dinner playlist,O O O B-playlist O ,Play me the _playlist_ playlist,PlayMusic
play music by Shinji Miyazaki,O O O B-artist I-artist ,play music by _artist_,PlayMusic
Play any music on Spotify,O O O O B-service ,Play any music on _service_,PlayMusic
Play a record from the seventies,O O B-music_item O O B-year ,Play a _music_item_ from the _year_,PlayMusic
open the Canciones del Recuerdo playlist and play songs,O O B-playlist I-playlist I-playlist O O O O ,open the _playlist_ playlist and play songs,PlayMusic
Play the top-10 chant by Caetano Veloso on Pandora,O O B-sort B-music_item O B-artist I-artist O B-service ,Play the _sort_ _music_item_ by _artist_ on _service_,PlayMusic
Play Water Under The Bridge by Hariprasad Chaurasia,O B-track I-track I-track I-track O B-artist I-artist ,Play _track_ by _artist_,PlayMusic
play Matt Uelmen songs from 1965 on Slacker,O B-artist I-artist O O B-year O B-service ,play _artist_ songs from _year_ on _service_,PlayMusic
I want to hear Shooby Taylor's Tearing Up The Album Charts,O O O O B-artist I-artist O B-album I-album I-album I-album I-album ,I want to hear _artist_'s _album_,PlayMusic
Play Niko from the fourties,O B-artist O O B-year ,Play _artist_ from the _year_,PlayMusic
Play Clásicos del Hip Hop Español,O B-playlist I-playlist I-playlist I-playlist I-playlist ,Play _playlist_,PlayMusic
Play Circus Farm by Deana Carter,O B-track I-track O B-artist I-artist ,Play _track_ by _artist_,PlayMusic
play some nineties music,O O B-year O ,play some _year_ music,PlayMusic
play music by Bryan Maclean,O O O B-artist I-artist ,play music by _artist_,PlayMusic
Play POP GOES THE 80s,O B-playlist I-playlist I-playlist I-playlist ,Play _playlist_,PlayMusic
Play music from 2015,O O O B-year ,Play music from _year_,PlayMusic
Play music from 1964,O O O B-year ,Play music from _year_,PlayMusic
Play me songs from agreable,O O O O B-playlist ,Play me songs from _playlist_,PlayMusic
Play tune from Sonny Stitt,O B-music_item O B-artist I-artist ,Play _music_item_ from _artist_,PlayMusic
Play some 50 Shades of Love,O O B-playlist I-playlist I-playlist I-playlist ,Play some _playlist_,PlayMusic
Play some sixties music on Slacker,O O B-year O O B-service ,Play some _year_ music on _service_,PlayMusic
Play Tomorrow,O B-track ,Play _track_,PlayMusic
Can you play a sound track by Sissieretta Jones,O O O O B-music_item I-music_item O B-artist I-artist ,Can you play a _music_item_ by _artist_,PlayMusic
Play me a nineties song by Joseph Genaro,O O O B-year B-music_item O B-artist I-artist ,Play me a _year_ _music_item_ by _artist_,PlayMusic
I want to hear Sarban's greatest hits,O O O O B-artist O B-sort O ,I want to hear _artist_'s _sort_ hits,PlayMusic
play ray davies on Iheart by only Hit It Again,O B-artist I-artist O B-service O O B-track I-track I-track ,play _artist_ on _service_ by only _track_,PlayMusic
Play my 88 Keys playlist,O O B-playlist I-playlist O ,Play my _playlist_ playlist,PlayMusic
Play some Rockwell from around 1996,O O B-artist O O B-year ,Play some _artist_ from around _year_,PlayMusic
Play me a top 20 chant by Ruwanga Samath on Lastfm,O O O B-sort I-sort B-music_item O B-artist I-artist O B-service ,Play me a _sort_ _music_item_ by _artist_ on _service_,PlayMusic
play something from the twenties,O O O O B-year ,play something from the _year_,PlayMusic
Play Ciribiribin by Sandeep Khare,O B-track O B-artist I-artist ,Play _track_ by _artist_,PlayMusic
play some 1991 Dave Barker,O O B-year B-artist I-artist ,play some _year_ _artist_,PlayMusic
Play Wynton Kelly music on Netflix sort by popular,O B-artist I-artist O O B-service O O B-sort ,Play _artist_ music on _service_ sort by _sort_,PlayMusic
Play bebob on Iheart,O B-genre O B-service ,Play _genre_ on _service_,PlayMusic
Play the top 5 by Akira The Don,O O B-sort I-sort O B-artist I-artist I-artist ,Play the _sort_ by _artist_,PlayMusic
play some rap on Pandora,O O B-genre O B-service ,play some _genre_ on _service_,PlayMusic
Play a melody from Elmer Bernstein,O O B-music_item O B-artist I-artist ,Play a _music_item_ from _artist_,PlayMusic
play The Necromancer,O B-track I-track ,play _track_,PlayMusic
Can you play Under The Anheuser Bush by Pete Doherty,O O O B-track I-track I-track I-track O B-artist I-artist ,Can you play _track_ by _artist_,PlayMusic
Play any song from 2001,O O B-music_item O B-year ,Play any _music_item_ from _year_,PlayMusic
I want to hear some music from Groove Shark,O O O O O O O B-service I-service ,I want to hear some music from _service_,PlayMusic
Play Sound Of Love from Papa Mali,O B-track I-track I-track O B-artist I-artist ,Play _track_ from _artist_,PlayMusic
I wanna hear something on Spotify by Eddie Vinson,O O O O O O B-service O B-artist I-artist ,I wanna hear something on _service_ by _artist_,PlayMusic
Play a twenties track by the aj carothers on Zvooq,O O B-year B-music_item O O B-artist I-artist O B-service ,Play a _year_ _music_item_ by the _artist_ on _service_,PlayMusic
Play Magic Time by Phoebus,O B-album I-album O B-artist ,Play _album_ by _artist_,PlayMusic
Play Johnny Gimble,O B-artist I-artist ,Play _artist_,PlayMusic
play music from 1981,O O O B-year ,play music from _year_,PlayMusic
play music on Netflix,O O O B-service ,play music on _service_,PlayMusic
Play a tune by Andrew Findon,O O B-music_item O B-artist I-artist ,Play a _music_item_ by _artist_,PlayMusic
Play the playlist A Mis Niños de 30,O O O B-playlist I-playlist I-playlist I-playlist I-playlist ,Play the playlist _playlist_,PlayMusic
Play some chanson music,O O B-genre O ,Play some _genre_ music,PlayMusic
Play a movement from 1974,O O B-music_item O B-year ,Play a _music_item_ from _year_,PlayMusic
Can you play Maggie Mae on Netflix,O O O B-track I-track O B-service ,Can you play _track_ on _service_,PlayMusic
Play music by Young Steff,O O O B-artist I-artist ,Play music by _artist_,PlayMusic
Play Barbra Streisand music from 1997,O B-artist I-artist O O B-year ,Play _artist_ music from _year_,PlayMusic
Play greatest chant music from Beni Arashiro,O B-sort B-music_item O O B-artist I-artist ,Play _sort_ _music_item_ music from _artist_,PlayMusic
play Make The Cowboy Robots Cry by Sabin Rai on Vimeo,O B-album I-album I-album I-album I-album O B-artist I-artist O B-service ,play _album_ by _artist_ on _service_,PlayMusic
Can you play me songs from the Estado de ánimo playlist,O O O O O O O B-playlist I-playlist I-playlist O ,Can you play me songs from the _playlist_ playlist,PlayMusic
Play music by Janet Paschal,O O O B-artist I-artist ,Play music by _artist_,PlayMusic
Play Praise The Lord And Pass The Ammunition,O B-track I-track I-track I-track I-track I-track I-track ,Play _track_,PlayMusic
Please play Short And Sweet by Teyana Taylor from my itunes,O O B-album I-album I-album O B-artist I-artist O O B-service ,Please play _album_ by _artist_ from my _service_,PlayMusic
Play fourties music on Pandora,O B-year O O B-service ,Play _year_ music on _service_,PlayMusic
Play music by Damien Rice,O O O B-artist I-artist ,Play music by _artist_,PlayMusic
Play some Rachel Stevens off of Itunes,O O B-artist I-artist O O B-service ,Play some _artist_ off of _service_,PlayMusic
Play music from the seventies for me ,O O O O B-year O O ,Play music from the _year_ for me ,PlayMusic
Play some Tony Grant,O O B-artist I-artist ,Play some _artist_,PlayMusic
play Andy White,O B-artist I-artist ,play _artist_,PlayMusic
Use Google Music to play a song,O B-service I-service O O O B-music_item ,Use _service_ to play a _music_item_,PlayMusic
Play Spotify,O B-service ,Play _service_,PlayMusic
Play music from 2007,O O O B-year ,Play music from _year_,PlayMusic
Play me a song from the sixties,O O O B-music_item O O B-year ,Play me a _music_item_ from the _year_,PlayMusic
play Robin Trower Unravel,O B-artist I-artist B-track ,play _artist_ _track_,PlayMusic
play the top twenty movement songs from Roberto Valverde,O O B-sort I-sort B-music_item O O B-artist I-artist ,play the _sort_ _music_item_ songs from _artist_,PlayMusic
Play hanging in the balance by Nik Kershaw on Zvooq,O B-album I-album I-album I-album O B-artist I-artist O B-service ,Play _album_ by _artist_ on _service_,PlayMusic
Play the album Vibrations by Marion Elise Raven,O O B-music_item B-album O B-artist I-artist I-artist ,Play the _music_item_ _album_ by _artist_,PlayMusic
play a track by Mila Islam from Deezer,O O B-music_item O B-artist I-artist O B-service ,play a _music_item_ by _artist_ from _service_,PlayMusic
play Jawad Ahmad,O B-artist I-artist ,play _artist_,PlayMusic
play fourties tunes by Bryan Webb on Groove Shark,O B-year O O B-artist I-artist O B-service I-service ,play _year_ tunes by _artist_ on _service_,PlayMusic
play Party Ben on Slacker,O B-artist I-artist O B-service ,play _artist_ on _service_,PlayMusic
Use Groove Shark to play music from the nineties,O B-service I-service O O O O O B-year ,Use _service_ to play music from the _year_,PlayMusic
Play eighties music,O B-year O ,Play _year_ music,PlayMusic
play my Madrugando playlist on Groove Shark,O O B-playlist O O B-service I-service ,play my _playlist_ playlist on _service_,PlayMusic
play Darude,O B-artist ,play _artist_,PlayMusic
Play Shinji Miyazaki's music on netflix,O B-artist I-artist O O O B-service ,Play _artist_'s music on _service_,PlayMusic
Play 2gether by Jade Puget,O B-album O B-artist I-artist ,Play _album_ by _artist_,PlayMusic
play Wow by Jon Theodore,O B-track O B-artist I-artist ,play _track_ by _artist_,PlayMusic
play Doctor Fink if i could choose,O B-artist I-artist B-track I-track I-track I-track ,play _artist_ _track_,PlayMusic
Please open pandora for me,O O B-service O O ,Please open _service_ for me,PlayMusic
Can I hear a tune from Vladimir Vysotski,O O O O B-music_item O B-artist I-artist ,Can I hear a _music_item_ from _artist_,PlayMusic
Please play Different Slanguages by Fred Labour,O O B-album I-album O B-artist I-artist ,Please play _album_ by _artist_,PlayMusic
play music from the sixties,O O O O B-year ,play music from the _year_,PlayMusic
I want to hear Somi's songs from the twenties,O O O O B-artist O O O O B-year ,I want to hear _artist_'s songs from the _year_,PlayMusic
play Tom Jones album from the twenties,O B-artist I-artist B-music_item O O B-year ,play _artist_ _music_item_ from the _year_,PlayMusic
play songs on Itunes,O O O B-service ,play songs on _service_,PlayMusic
play a chant by Sonsee,O O B-music_item O B-artist ,play a _music_item_ by _artist_,PlayMusic
Play my Piano Ballads playlist,O O B-playlist I-playlist O ,Play my _playlist_ playlist,PlayMusic
play the album a kiss before you go by Bt,O O B-music_item B-album I-album I-album I-album I-album O B-artist ,play the _music_item_ _album_ by _artist_,PlayMusic
Play the Instrumental Study on Vimeo,O O B-playlist I-playlist O B-service ,Play the _playlist_ on _service_,PlayMusic
Play some salsa music,O O B-genre O ,Play some _genre_ music,PlayMusic
Play top Rosanne Cash,O B-sort B-artist I-artist ,Play _sort_ _artist_,PlayMusic
play Slacker tunes,O B-service O ,play _service_ tunes,PlayMusic
Play the most popular soundtrack by Elena Paparizou on youtube,O O B-sort I-sort B-music_item O B-artist I-artist O B-service ,Play the _sort_ _music_item_ by _artist_ on _service_,PlayMusic
Play Midnight Special,O B-track I-track ,Play _track_,PlayMusic
play pop music with Groove Shark,O B-genre O O B-service I-service ,play _genre_ music with _service_,PlayMusic
play Takes Place In Your Work Space by Eddie Kendricks,O B-album I-album I-album I-album I-album I-album O B-artist I-artist ,play _album_ by _artist_,PlayMusic
Play eighties music by Kaira Kwong on Google Music,O B-year O O B-artist I-artist O B-service I-service ,Play _year_ music by _artist_ on _service_,PlayMusic
play 1970 trunes,O B-year O ,play _year_ trunes,PlayMusic
Play breathtaking music,O B-playlist O ,Play _playlist_ music,PlayMusic
Play a track from 1985,O O B-music_item O B-year ,Play a _music_item_ from _year_,PlayMusic
Play shining down by Tsukiko Amano on pandora,O B-track I-track O B-artist I-artist O B-service ,Play _track_ by _artist_ on _service_,PlayMusic
play Who Do You Think You Are by Magnifico with spotify,O B-track I-track I-track I-track I-track I-track O B-artist O B-service ,play _track_ by _artist_ with _service_,PlayMusic
Play tribal,O B-genre ,Play _genre_,PlayMusic
Play Rain by Subliminal on Groove Shark,O B-track O B-artist O B-service I-service ,Play _track_ by _artist_ on _service_,PlayMusic
Play ballad music from 1958,O B-music_item O O B-year ,Play _music_item_ music from _year_,PlayMusic
Repeat the track of music,B-track O B-music_item O O ,_track_ the _music_item_ of music,PlayMusic
Play the playlist introspective,O O O B-playlist ,Play the playlist _playlist_,PlayMusic
Please play a song from the thirties by Peter Murphy on Last Fm,O O O B-music_item O O B-year O B-artist I-artist O B-service I-service ,Please play a _music_item_ from the _year_ by _artist_ on _service_,PlayMusic
Play Party Through The Decades on Deezer,O B-playlist I-playlist I-playlist I-playlist O B-service ,Play _playlist_ on _service_,PlayMusic
Play Martha My Dear by shannon,O B-track I-track I-track O B-artist ,Play _track_ by _artist_,PlayMusic
play the greatest Adrian Kowanek music,O O B-sort B-artist I-artist O ,play the _sort_ _artist_ music,PlayMusic
Can I hear a symphony from the seventies on Youtube,O O O O B-music_item O O B-year O B-service ,Can I hear a _music_item_ from the _year_ on _service_,PlayMusic
I'd like to listen to Space music,O O O O O O B-genre O ,I'd like to listen to _genre_ music,PlayMusic
play the last Niney The Observer song,O O B-sort B-artist I-artist I-artist B-music_item ,play the _sort_ _artist_ _music_item_,PlayMusic
Play a chant by Mj Cole,O O B-music_item O B-artist I-artist ,Play a _music_item_ by _artist_,PlayMusic
Play industrial music,O B-genre O ,Play _genre_ music,PlayMusic
