utterance,labels,delexicalised,intent
What is the temperature in congo-brazzaville for this weekend,O O O O O B-country B-forecast_datetime I-forecast_datetime I-forecast_datetime ,What is the temperature in _country_ _forecast_datetime_,snips-assistant:TemperatureForecast
What is the temperature in Austria this weekend,O O O O O B-country B-forecast_datetime I-forecast_datetime ,What is the temperature in _country_ _forecast_datetime_,snips-assistant:TemperatureForecast
I want to know what the temperature is in China tomorrow,O O O O O O O O O B-country B-forecast_datetime ,I want to know what the temperature is in _country_ _forecast_datetime_,snips-assistant:TemperatureForecast
I want to know the temperature forecast in India,O O O O O O O O B-country ,I want to know the temperature forecast in _country_,snips-assistant:TemperatureForecast
Temperature for tomorrow in New York State,O B-forecast_datetime I-forecast_datetime O B-region I-region I-region ,Temperature _forecast_datetime_ in _region_,snips-assistant:TemperatureForecast
Give me the predicted temperatures for Italy over the course of the next three days,O O O O O O B-country O O O O B-forecast_datetime I-forecast_datetime I-forecast_datetime I-forecast_datetime ,Give me the predicted temperatures for _country_ over the course of _forecast_datetime_,snips-assistant:TemperatureForecast
Temperature report please,O O O ,Temperature report please,snips-assistant:TemperatureForecast
What's the temperature report for France,O O O O O O B-country ,What's the temperature report for _country_,snips-assistant:TemperatureForecast
Tell me about the temperature in Greece next monday,O O O O O O B-country B-forecast_datetime I-forecast_datetime ,Tell me about the temperature in _country_ _forecast_datetime_,snips-assistant:TemperatureForecast
Current temperature in Nevada,O O O B-region ,Current temperature in _region_,snips-assistant:TemperatureForecast
I want to know this weekend temperature forecast in Italy,O O O O B-forecast_datetime I-forecast_datetime O O O B-country ,I want to know _forecast_datetime_ temperature forecast in _country_,snips-assistant:TemperatureForecast
Tell me about the predicted temperature for California,O O O O O O O B-region ,Tell me about the predicted temperature for _region_,snips-assistant:TemperatureForecast
I want to know the temperature forecast for Ohio,O O O O O O O O B-region ,I want to know the temperature forecast for _region_,snips-assistant:TemperatureForecast
Give me the current temperature in Spain,O O O O O O B-country ,Give me the current temperature in _country_,snips-assistant:TemperatureForecast
Give me the temperature report for Florida this weekend please,O O O O O O B-region B-forecast_datetime I-forecast_datetime O ,Give me the temperature report for _region_ _forecast_datetime_ please,snips-assistant:TemperatureForecast
Temperature report for France today please,O O O B-country B-forecast_datetime O ,Temperature report for _country_ _forecast_datetime_ please,snips-assistant:TemperatureForecast
Tell me about the temperature for friday in Washington,O O O O O B-forecast_datetime I-forecast_datetime O B-city ,Tell me about the temperature _forecast_datetime_ in _city_,snips-assistant:TemperatureForecast
What will be the temperature in Thompsonville on wednesday ,O O O O O O B-city B-forecast_datetime I-forecast_datetime ,What will be the temperature in _city_ _forecast_datetime_ ,snips-assistant:TemperatureForecast
What's the expected temperature in New York  this afternoon ,O O O O O O B-city I-city B-forecast_datetime I-forecast_datetime ,What's the expected temperature in _city_  _forecast_datetime_ ,snips-assistant:TemperatureForecast
What's the temperature in Los Angeles ,O O O O O B-city I-city ,What's the temperature in _city_ ,snips-assistant:TemperatureForecast
What's the current temperature,O O O O O ,What's the current temperature,snips-assistant:TemperatureForecast
How is the time difference from Amarillo and Everett,O O O O O O B-location_base O B-location_target ,How is the time difference from _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference in Spain and Uganda,O O O O O O B-location_base O B-location_target ,What's the time difference in _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between France and Pakistan,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between Ethiopia and Canada,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between Wyoming and Louisiana,O O O O O O B-location_base O B-location_target ,What's the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How late is it in Morocco compared to Germany,O O O O O B-location_base O O B-location_target ,How late is it in _location_base_ compared to _location_target_,snips-assistant:GetTimeDifference_V2
How early is it in Japan compared to Peru,O O O O O B-location_base O O B-location_target ,How early is it in _location_base_ compared to _location_target_,snips-assistant:GetTimeDifference_V2
How much hours is there between Ohio and New York City ,O O O O O O B-location_base O B-location_base I-location_base I-location_base ,How much hours is there between _location_base_ and _location_base_ ,snips-assistant:GetTimeDifference_V2
I need the difference in time between Great Britain and Naija,O O O O O O O B-location_base I-location_base O B-location_target ,I need the difference in time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
I need the time difference between Uganda and Japan,O O O O O O B-location_base O B-location_target ,I need the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How much time is between Fayetteville and Dallas,O O O O O B-location_base O B-location_target ,How much time is between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between Tucson and Oxnard,O O O O O O B-location_base O B-location_target ,What's the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
tell me the time difference between  Algeria and Myanmar,O O O O O O B-location_base O B-location_target ,tell me the time difference between  _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference in Egypt and Colombia,O O O O O O B-location_base O B-location_target ,What's the time difference in _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Do Naija and Poland have a time difference,O B-location_base O B-location_target O O O O ,Do _location_base_ and _location_target_ have a time difference,snips-assistant:GetTimeDifference_V2
Do West Virginia and the state of Oregon have a time difference,O B-location_base I-location_base O O B-location_target I-location_target I-location_target O O O O ,Do _location_base_ and the _location_target_ have a time difference,snips-assistant:GetTimeDifference_V2
Do Hartford and Tuscaloosa have a time difference,O B-location_base O B-location_target O O O O ,Do _location_base_ and _location_target_ have a time difference,snips-assistant:GetTimeDifference_V2
What is the time difference between USA and Pakistan,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between Ukraine and Indonesia,O O O O O O B-location_base O B-location_target ,What's the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Do Midland and Orange have a time difference,O B-location_base O B-location_target O O O O ,Do _location_base_ and _location_target_ have a time difference,snips-assistant:GetTimeDifference_V2
What is the time difference between Burbank Arizona and Berkeley,O O O O O O B-location_base B-location_base O B-location_target ,What is the time difference between _location_base_ _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between Vallejo South Africa and Sudan,O O O O O O B-location_base B-location_base I-location_base O B-location_target ,What's the time difference between _location_base_ _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the difference in time between South Dakota and Wyoming,O O O O O O O B-location_base I-location_base O B-location_target ,What is the difference in time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Do Green Bay and Denton have a time difference,O B-location_base I-location_base O B-location_target O O O O ,Do _location_base_ and _location_target_ have a time difference,snips-assistant:GetTimeDifference_V2
How many hours difference is Alabama and New Mexico,O O O O O B-location_base O B-location_target I-location_target ,How many hours difference is _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the difference in time from Escondido Nevada to Minneapolis,O O O O O O O B-location_base B-location_base O B-location_target ,What's the difference in time from _location_base_ _location_base_ to _location_target_,snips-assistant:GetTimeDifference_V2
How many hours are between Colombia and Denver,O O O O O B-location_base O B-location_target ,How many hours are between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What number of hours are there from Colorado to Rhode Island,O O O O O O O B-location_base O B-location_target I-location_target ,What number of hours are there from _location_base_ to _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between the United States of America and Thailand,O O O O O O O B-location_base I-location_base I-location_base I-location_base O B-location_target ,What's the time difference between the _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How many hours difference is there between Vermont and South Carolina,O O O O O O O B-location_base O B-location_target I-location_target ,How many hours difference is there between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the difference in time between Frisco and South Africa,O O O O O O O B-location_base O B-location_target I-location_target ,What's the difference in time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How many hours apart are Washington and Reno,O O O O O B-location_base O B-location_target ,How many hours apart are _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Is there a time difference between Spain and Japan,O O O O O O B-location_base O B-location_target ,Is there a time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between Detroit and Gilbert,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the difference in time between New Jersey and Georgia,O O O O O O O B-location_base I-location_base O B-location_target ,What is the difference in time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Can you tell the time difference between New Mexico and the state of Oregon,O O O O O O O B-location_base I-location_base O O B-location_target I-location_target I-location_target ,Can you tell the time difference between _location_base_ and the _location_target_,snips-assistant:GetTimeDifference_V2
How much time differs between New York and Wisconsin,O O O O O B-location_base I-location_base O B-location_target ,How much time differs between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between USA and Myanmar,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Please tell me about the time difference between Connecticut and Kentucky,O O O O O O O O B-location_base O B-location_target ,Please tell me about the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between Chesapeake and Shreveport,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference from Great Britain and Congo,O O O O O O B-location_base I-location_base O B-location_target ,What's the time difference from _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the difference from Hillsboro and Murfreesboro,O O O O O B-location_base O B-location_target ,What's the difference from _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between Virginia Beach and Coral Springs,O O O O O O B-location_base I-location_base O B-location_target I-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Tell me the time difference between America and Bangladesh,O O O O O O B-location_base O B-location_target ,Tell me the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Whats the time difference between Poland and India,O O O O O B-location_base O B-location_target ,Whats the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Can you tell me the time difference between Albuquerque and Philadelphia,O O O O O O O O B-location_base O B-location_target ,Can you tell me the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How much the time difference between North Carolina and South Carolina,O O O O O O B-location_base I-location_base O B-location_target I-location_target ,How much the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How much later is it in Ukraine compared to the USA,O O O O O O B-location_base O O O B-location_target ,How much later is it in _location_base_ compared to the _location_target_,snips-assistant:GetTimeDifference_V2
How many hours ahead is Columbus Connecticut compared to Odessa,O O O O O B-location_target B-location_target O O B-location_base ,How many hours ahead is _location_target_ _location_target_ compared to _location_base_,snips-assistant:GetTimeDifference_V2
What's the difference in time from Garland and Sioux Falls,O O O O O O O B-location_base O B-location_target I-location_target ,What's the difference in time from _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How many hours difference is Vietnam and Kenya,O O O O O B-location_base O B-location_target ,How many hours difference is _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How does the time differ between Algeria and Myanmar,O O O O O O B-location_base O B-location_target ,How does the time differ between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the timer difference from Jacksonville to Warren,O O O O O O B-location_base O B-location_target ,What's the timer difference from _location_base_ to _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference of United States and Russia,O O O O O O B-location_base I-location_base O B-location_target ,What's the time difference of _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Give me the difference of time of Iran and Mongolia,O O O O O O O B-location_base O B-location_target ,Give me the difference of time of _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
time difference between Morocco and Provo,O O O B-location_base O B-location_target ,time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
give me the time between Canada and Bangladesh,O O O O O B-location_base O B-location_target ,give me the time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
I need the time difference between Independence and Akron,O O O O O O B-location_base O B-location_target ,I need the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the difference in time between Bangladesh and Round Rock,O O O O O O O B-location_base O B-location_target I-location_target ,What's the difference in time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How many hours difference is there from Virginia to Nevada,O O O O O O O B-location_base O B-location_target ,How many hours difference is there from _location_base_ to _location_target_,snips-assistant:GetTimeDifference_V2
How does the time differ between Charlotte and Republic of the Comoros,O O O O O O B-location_base O B-location_target I-location_target I-location_target I-location_target ,How does the time differ between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How many hours is there between Peru and Poland,O O O O O O B-location_base O B-location_target ,How many hours is there between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How many hours ahead is Santa Rosa compared to Minneapolis,O O O O O B-location_target I-location_target O O B-location_base ,How many hours ahead is _location_target_ compared to _location_base_,snips-assistant:GetTimeDifference_V2
What is the time difference between Florida and Idaho,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between South Korea and France,O O O O O O B-location_base I-location_base O B-location_target ,What's the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Is Ohio ahead in time compared to South Carolina,O B-location_target O O O O O B-location_base I-location_base ,Is _location_target_ ahead in time compared to _location_base_,snips-assistant:GetTimeDifference_V2
What's the time difference between Indiana and the state of Nevada,O O O O O O B-location_base O O B-location_target I-location_target I-location_target ,What's the time difference between _location_base_ and the _location_target_,snips-assistant:GetTimeDifference_V2
Do Billings and Tulsa have a time difference,O B-location_base O B-location_target O O O O ,Do _location_base_ and _location_target_ have a time difference,snips-assistant:GetTimeDifference_V2
I need the time differences between Worcester and Iowa,O O O O O O B-location_base O B-location_target ,I need the time differences between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Time between Missouri and Rhode Island please,O O B-location_base O B-location_target I-location_target O ,Time between _location_base_ and _location_target_ please,snips-assistant:GetTimeDifference_V2
time from North Dakota and Tennessee,O O B-location_base I-location_base O B-location_target ,time from _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference in Utah and Maine,O O O O O O B-location_base O B-location_target ,What is the time difference in _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between Vietnam and Pakistan,O O O O O O B-location_base O B-location_target ,What's the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference Macon and Limerick,O O O O O B-location_base O B-location_target ,What's the time difference _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How much time difference is there between Morocco and Philippines,O O O O O O O B-location_base O B-location_target ,How much time difference is there between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
I would like to know the difference in time between Cambridge and Kansas City,O O O O O O O O O O B-location_base O B-location_target I-location_target ,I would like to know the difference in time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What difference in time is between Corona and Tucson,O O O O O O B-location_base O B-location_target ,What difference in time is between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference India and Morocco,O O O O O B-location_base O B-location_target ,What is the time difference _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between Birmingham and Cleveland,O O O O O O B-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
calculate the time difference between Chattanooga and Baton Rouge,O O O O O B-location_base O B-location_target I-location_target ,calculate the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
calculate time between Florida and New York,O O O B-location_base O B-location_target I-location_target ,calculate time between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What is the time difference between New Jersey and Nevada,O O O O O O B-location_base I-location_base O B-location_target ,What is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
What are the times in Savannah and Overland Park,O O O O O B-location_base O B-location_target I-location_target ,What are the times in _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
How much is the time difference between Akron and Athens,O O O O O O O B-location_base O B-location_target ,How much is the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Time difference between USA and China,O O O B-location_base O B-location_target ,Time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Tell me about the time difference between Paris France and London United Kingdom,O O O O O O O B-location_base B-location_base O B-location_target B-location_target I-location_target ,Tell me about the time difference between _location_base_ _location_base_ and _location_target_ _location_target_,snips-assistant:GetTimeDifference_V2
What's the time lag between Arizona and Florida ,O O O O O O B-location_base O B-location_target ,What's the time lag between _location_base_ and _location_target_ ,snips-assistant:GetTimeDifference_V2
How many hours are there between the time in France and in San Francisco California,O O O O O O O O O B-location_base O O B-location_target I-location_target B-location_target ,How many hours are there between the time in _location_base_ and in _location_target_ _location_target_,snips-assistant:GetTimeDifference_V2
What's the time difference between Paris and Milan,O O O O O O B-location_base O B-location_target ,What's the time difference between _location_base_ and _location_target_,snips-assistant:GetTimeDifference_V2
Silence,O ,Silence,snips-assistant:Silence
Silence please,O O ,Silence please,snips-assistant:Silence
Silence,O ,Silence,snips-assistant:Silence
I don't want to hear a sound,O O O O O O O O ,I don't want to hear a sound,snips-assistant:Silence
Silence please,O O ,Silence please,snips-assistant:Silence
Silence,O ,Silence,snips-assistant:Silence
Silence please,O O ,Silence please,snips-assistant:Silence
Silence,O ,Silence,snips-assistant:Silence
Silence please,O O ,Silence please,snips-assistant:Silence
Silence,O ,Silence,snips-assistant:Silence
I don't want to hear a sound,O O O O O O O O ,I don't want to hear a sound,snips-assistant:Silence
Silence please,O O ,Silence please,snips-assistant:Silence
Silence,O ,Silence,snips-assistant:Silence
is there any burger king around,O O O B-location_name I-location_name B-search_variable ,is there any _location_name_ _search_variable_,snips-assistant:CheckAround
point me at all the domino's pizza in the area,O O O O O B-location_name I-location_name I-location_name B-search_variable I-search_variable I-search_variable ,point me at all the _location_name_ _search_variable_,snips-assistant:CheckAround
any starbucks cafe near here,O B-location_name B-location_type B-search_variable I-search_variable ,any _location_name_ _location_type_ _search_variable_,snips-assistant:CheckAround
any pharmacy on Cortlandt Street,O B-location_type O B-location_name I-location_name ,any _location_type_ on _location_name_,snips-assistant:CheckAround
any pizzerias on Bowling Green you can recommend,O B-location_type O B-location_name I-location_name O O B-search_variable ,any _location_type_ on _location_name_ you can _search_variable_,snips-assistant:CheckAround
