utterance,labels,delexicalised,intent
does liberty street have pizzerias nearby,O B-location_name I-location_name O B-location_type B-search_variable ,does _location_name_ have _location_type_ _search_variable_,snips-assistant:CheckAround
search for pizzerias in the area,O O B-location_type B-search_variable I-search_variable I-search_variable ,search for _location_type_ _search_variable_,snips-assistant:CheckAround
search for sushi close by,O O B-location_type B-search_variable I-search_variable ,search for _location_type_ _search_variable_,snips-assistant:CheckAround
search for open pharmacies around me,O O B-search_variable B-location_type B-search_variable I-search_variable ,search for _search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
search for the best-rated taco places in wall street that are open,O O O B-search_variable B-location_type I-location_type O B-location_name I-location_name O O B-search_variable ,search for the _search_variable_ _location_type_ in _location_name_ that are _search_variable_,snips-assistant:CheckAround
coolest bars around,B-search_variable B-location_type B-search_variable ,_search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
best sushi,B-search_variable B-location_type ,_search_variable_ _location_type_,snips-assistant:CheckAround
best open sushi places close to me,B-search_variable B-search_variable B-location_type O B-search_variable I-search_variable I-search_variable ,_search_variable_ _search_variable_ _location_type_ places _search_variable_,snips-assistant:CheckAround
top-rated pizzerias around me,B-search_variable B-location_type B-search_variable I-search_variable ,_search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
best museums in this area,B-search_variable B-location_type B-search_variable I-search_variable I-search_variable ,_search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
best burger places in town,B-search_variable B-location_type O O O ,_search_variable_ _location_type_ places in town,snips-assistant:CheckAround
find me info on open restaurants on liberty street,O O O O B-search_variable B-location_type O B-location_name I-location_name ,find me info on _search_variable_ _location_type_ on _location_name_,snips-assistant:CheckAround
find me an asian in broadway,O O O B-location_type O B-location_name ,find me an _location_type_ in _location_name_,snips-assistant:CheckAround
finde me some pizza on 11th avenue,O O O B-location_type O B-location_name I-location_name ,finde me some _location_type_ on _location_name_,snips-assistant:CheckAround
any open bar,O B-search_variable B-location_type ,any _search_variable_ _location_type_,snips-assistant:CheckAround
are there any best-rated pubs around,O O O B-search_variable B-location_type B-search_variable ,are there any _search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
are there open bars,O O B-search_variable B-location_type ,are there _search_variable_ _location_type_,snips-assistant:CheckAround
show me some best-rated sushi shops close to me,O O O B-search_variable B-location_type O B-search_variable I-search_variable I-search_variable ,show me some _search_variable_ _location_type_ shops _search_variable_,snips-assistant:CheckAround
what are some good vietnamese restaurants in the area,O O O B-search_variable B-location_type I-location_type B-search_variable I-search_variable I-search_variable ,what are some _search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
find me an open pharmacy in this area,O O O B-search_variable B-location_type B-search_variable I-search_variable I-search_variable ,find me an _search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
any ATM open now,O B-location_type B-search_variable O ,any _location_type_ _search_variable_ now,snips-assistant:CheckAround
give me some names for open italian restaurants,O O O O O B-search_variable B-location_type I-location_type ,give me some names for _search_variable_ _location_type_,snips-assistant:CheckAround
are there any open pizzerias around me,O O O B-search_variable B-location_type B-search_variable I-search_variable ,are there any _search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
Give me top-rated swimming-pools around,O O B-search_variable B-location_type B-search_variable ,Give me _search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
I would like to find a swimming-pool in the neighborhood,O O O O O O B-location_type B-search_variable I-search_variable I-search_variable ,I would like to find a _location_type_ _search_variable_,snips-assistant:CheckAround
I'm looking for an ATM,O O O O O B-location_type ,I'm looking for an _location_type_,snips-assistant:CheckAround
any good italian restaurants nearby,O B-search_variable B-location_type I-location_type B-search_variable ,any _search_variable_ _location_type_ _search_variable_,snips-assistant:CheckAround
Do you know good chinese restaurants,O O O B-search_variable B-location_type I-location_type ,Do you know _search_variable_ _location_type_,snips-assistant:CheckAround
Where is the nearest tapas to Exchange Plaza,O O O B-search_variable B-location_type O B-location_name I-location_name ,Where is the _search_variable_ _location_type_ to _location_name_,snips-assistant:CheckAround
Does Rue du Perche have any La paella pubs nearby,O B-location_name I-location_name I-location_name O O B-location_name I-location_name O B-search_variable ,Does _location_name_ have any _location_name_ pubs _search_variable_,snips-assistant:CheckAround
Is there a Café Chéri burger restaurant near me,O O O B-location_name I-location_name B-location_type I-location_type B-search_variable I-search_variable ,Is there a _location_name_ _location_type_ _search_variable_,snips-assistant:CheckAround
Is there a cream of the crop called Espit Chupitos near Greenwich Street,O O O B-location_type I-location_type I-location_type I-location_type O B-location_name I-location_name B-search_variable B-location_name I-location_name ,Is there a _location_type_ called _location_name_ _search_variable_ _location_name_,snips-assistant:CheckAround
Is there a pizza place called Hawaiian Poké near,O O O B-location_type I-location_type O B-location_name I-location_name B-search_variable ,Is there a _location_type_ called _location_name_ _search_variable_,snips-assistant:CheckAround
Is there a Le Baratin on South William Street close,O O O B-location_name I-location_name O B-location_name I-location_name I-location_name B-search_variable ,Is there a _location_name_ on _location_name_ _search_variable_,snips-assistant:CheckAround
Are the clothing shops named lockwood close by,O O B-location_type I-location_type O B-location_name B-search_variable I-search_variable ,Are the _location_type_ named _location_name_ _search_variable_,snips-assistant:CheckAround
great restaurants around wall street,B-search_variable B-location_type B-search_variable B-location_name I-location_name ,_search_variable_ _location_type_ _search_variable_ _location_name_,snips-assistant:CheckAround
play some music,O O O ,play some music,snips-assistant:ResumeMusic
play some music,O O O ,play some music,snips-assistant:ResumeMusic
play some music,O O O ,play some music,snips-assistant:ResumeMusic
play some music,O O O ,play some music,snips-assistant:ResumeMusic
play some music,O O O ,play some music,snips-assistant:ResumeMusic
resume,O ,resume,snips-assistant:ResumeMusic
resume,O ,resume,snips-assistant:ResumeMusic
resume,O ,resume,snips-assistant:ResumeMusic
resume,O ,resume,snips-assistant:ResumeMusic
press play,O O ,press play,snips-assistant:ResumeMusic
press play,O O ,press play,snips-assistant:ResumeMusic
press play,O O ,press play,snips-assistant:ResumeMusic
hit on play,O O O ,hit on play,snips-assistant:ResumeMusic
hit play,O O ,hit play,snips-assistant:ResumeMusic
hit play,O O ,hit play,snips-assistant:ResumeMusic
play,O ,play,snips-assistant:ResumeMusic
press the play buttomn,O O O O ,press the play buttomn,snips-assistant:ResumeMusic
would you please press play,O O O O O ,would you please press play,snips-assistant:ResumeMusic
press play,O O ,press play,snips-assistant:ResumeMusic
restart playback,O O ,restart playback,snips-assistant:ResumeMusic
start playback,O O ,start playback,snips-assistant:ResumeMusic
start up the playback,O O O O ,start up the playback,snips-assistant:ResumeMusic
keep on playing what i was listening to earlier,O O O O O O O O O ,keep on playing what i was listening to earlier,snips-assistant:ResumeMusic
play what i was listening to before,O O O O O O O ,play what i was listening to before,snips-assistant:ResumeMusic
play music,O O ,play music,snips-assistant:ResumeMusic
play music,O O ,play music,snips-assistant:ResumeMusic
play music,O O ,play music,snips-assistant:ResumeMusic
hit on play,O O O ,hit on play,snips-assistant:ResumeMusic
continue playing music,O O O ,continue playing music,snips-assistant:ResumeMusic
restart playback,O O ,restart playback,snips-assistant:ResumeMusic
restart music,O O ,restart music,snips-assistant:ResumeMusic
start playing my music,O O O O ,start playing my music,snips-assistant:ResumeMusic
start music,O O ,start music,snips-assistant:ResumeMusic
hit play,O O ,hit play,snips-assistant:ResumeMusic
play,O ,play,snips-assistant:ResumeMusic
music on,O O ,music on,snips-assistant:ResumeMusic
turn the music back on,O O O O O ,turn the music back on,snips-assistant:ResumeMusic
turn the song back on,O O O O O ,turn the song back on,snips-assistant:ResumeMusic
the music start it up again,O O O O O O ,the music start it up again,snips-assistant:ResumeMusic
start up the playback,O O O O ,start up the playback,snips-assistant:ResumeMusic
start up the music,O O O O ,start up the music,snips-assistant:ResumeMusic
start it up,O O O ,start it up,snips-assistant:ResumeMusic
start up the music,O O O O ,start up the music,snips-assistant:ResumeMusic
turn the sound back on,O O O O O ,turn the sound back on,snips-assistant:ResumeMusic
turn the sound on,O O O O ,turn the sound on,snips-assistant:ResumeMusic
sound back,O O ,sound back,snips-assistant:ResumeMusic
i want the sound back,O O O O O ,i want the sound back,snips-assistant:ResumeMusic
i want the sound back,O O O O O ,i want the sound back,snips-assistant:ResumeMusic
i want the sound back,O O O O O ,i want the sound back,snips-assistant:ResumeMusic
How long will it take to drive from Times Square to the Metropolitan Museum,O O O O O O B-travel_mode O B-location_from I-location_from O O B-location_to I-location_to ,How long will it take to _travel_mode_ from _location_from_ to the _location_to_,snips-assistant:GetNavigationTime
do I have a long drive ahead,O O O O O B-travel_mode O ,do I have a long _travel_mode_ ahead,snips-assistant:GetNavigationTime
is it a long ride,O O O O B-travel_mode ,is it a long _travel_mode_,snips-assistant:GetNavigationTime
is it a long walk to get there,O O O O B-travel_mode O O O ,is it a long _travel_mode_ to get there,snips-assistant:GetNavigationTime
does it take long to go there,O O O O O O O ,does it take long to go there,snips-assistant:GetNavigationTime
is it a long walk to get there,O O O O B-travel_mode O O O ,is it a long _travel_mode_ to get there,snips-assistant:GetNavigationTime
how long does this drive take,O O O O B-travel_mode O ,how long does this _travel_mode_ take,snips-assistant:GetNavigationTime
is it a long drive,O O O O B-travel_mode ,is it a long _travel_mode_,snips-assistant:GetNavigationTime
does it take long to go there by foot,O O O O O O O O B-travel_mode ,does it take long to go there by _travel_mode_,snips-assistant:GetNavigationTime
How long will it take me to go from brooklyn bridge to times square,O O O O O O O O O B-location_from I-location_from O B-location_to I-location_to ,How long will it take me to go from _location_from_ to _location_to_,snips-assistant:GetNavigationTime
What is the travel time from my workplace to brooklyn,O O O O O O O B-location_from O B-location_to ,What is the travel time from my _location_from_ to _location_to_,snips-assistant:GetNavigationTime
How much time to go from san francisco to philadelphia by bike,O O O O O O B-location_from I-location_from O B-location_to O B-travel_mode ,How much time to go from _location_from_ to _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
How long does it take to get from newark to manhattan by train,O O O O O O O O B-location_from O B-location_to O B-travel_mode ,How long does it take to get from _location_from_ to _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
How long to get back home by foot,O O O O O B-location_to O B-travel_mode ,How long to get back _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
What's the duration of driving back home,O O O O O B-travel_mode O B-location_to ,What's the duration of _travel_mode_ back _location_to_,snips-assistant:GetNavigationTime
How long will it take me to go back home by bus,O O O O O O O O O B-location_to O B-travel_mode ,How long will it take me to go back _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
i want to go to manhattan by biking how long will it take,O O O O O B-location_to O B-travel_mode O O O O O ,i want to go to _location_to_ by _travel_mode_ how long will it take,snips-assistant:GetNavigationTime
How long will it take to get to brooklyn by car,O O O O O O O O B-location_to O B-travel_mode ,How long will it take to get to _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
What's the duration of a walking trip to the airport,O O O O O O B-travel_mode O O O B-location_to ,What's the duration of a _travel_mode_ trip to the _location_to_,snips-assistant:GetNavigationTime
When will I get home if i'm cycling there from 85 maiden lane,O O O O B-location_to O O O B-travel_mode O O B-location_from I-location_from I-location_from ,When will I get _location_to_ if i'm _travel_mode_ there from _location_from_,snips-assistant:GetNavigationTime
Give me the time it'll take to go by feet from work to home,O O O O O O O O O O B-travel_mode O B-location_from O B-location_to ,Give me the time it'll take to go by _travel_mode_ from _location_from_ to _location_to_,snips-assistant:GetNavigationTime
How long will it take to drive to the moma,O O O O O O B-travel_mode O O B-location_to ,How long will it take to _travel_mode_ to the _location_to_,snips-assistant:GetNavigationTime
How long to get home on foot,O O O O B-location_to O B-travel_mode ,How long to get _location_to_ on _travel_mode_,snips-assistant:GetNavigationTime
How long from home to philadelphia if I'm walking,O O O B-location_from O B-location_to O O O B-travel_mode ,How long from _location_from_ to _location_to_ if I'm _travel_mode_,snips-assistant:GetNavigationTime
How many minutes to get to the Guggenheim Museum by cycling,O O O O O O O B-location_to I-location_to O B-travel_mode ,How many minutes to get to the _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
How long is the ride in the sub from the the moma to the the Empire State building,O O O O O O O B-travel_mode O O O B-location_from O O O B-location_to I-location_to I-location_to ,How long is the ride in the _travel_mode_ from the the _location_from_ to the the _location_to_,snips-assistant:GetNavigationTime
How long do I need to drive to get to the city hall,O O O O O O B-travel_mode O O O O B-location_to I-location_to ,How long do I need to _travel_mode_ to get to the _location_to_,snips-assistant:GetNavigationTime
What's the estimated travel time by biking from the the Empire State building to houston street,O O O O O O O B-travel_mode O O O B-location_from I-location_from I-location_from O B-location_to I-location_to ,What's the estimated travel time by _travel_mode_ from the the _location_from_ to _location_to_,snips-assistant:GetNavigationTime
How long will it take me to get to the Rockefeller Center,O O O O O O O O O O B-location_to I-location_to ,How long will it take me to get to the _location_to_,snips-assistant:GetNavigationTime
How long to houston street by walk,O O O B-location_to I-location_to O B-travel_mode ,How long to _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
How long does it take to get to brooklyn,O O O O O O O O B-location_to ,How long does it take to get to _location_to_,snips-assistant:GetNavigationTime
How long does it take to go to philadelphia taking the underground,O O O O O O O O B-location_to O O B-travel_mode ,How long does it take to go to _location_to_ taking the _travel_mode_,snips-assistant:GetNavigationTime
How long is it to go to the office by bus,O O O O O O O O B-location_to O B-travel_mode ,How long is it to go to the _location_to_ by _travel_mode_,snips-assistant:GetNavigationTime
what portuguese football games are there this weekend,O B-tournament I-tournament O O O O O ,what _tournament_ games are there this weekend,snips-assistant:NextMatch
who's playing in this week's premier league match session,O O O O O O O B-tournament I-tournament O O ,who's playing in this week's _tournament_ match session,snips-assistant:NextMatch
what's the first premier league game this weekend,O O O O B-tournament I-tournament O O O ,what's the first _tournament_ game this weekend,snips-assistant:NextMatch
give me details about the upcoming barcelona matches like day and time,O O O O O O B-team O O O O O ,give me details about the upcoming _team_ matches like day and time,snips-assistant:NextMatch
i want the future schedule for the french football league,O O O O O O O B-tournament I-tournament I-tournament ,i want the future schedule for the _tournament_,snips-assistant:NextMatch
can you tell me the schedule for the next greek football league matches,O O O O O O O O O B-tournament I-tournament I-tournament O ,can you tell me the schedule for the next _tournament_ matches,snips-assistant:NextMatch
give me the schedule of upcoming real madrid matches,O O O O O O B-team I-team O ,give me the schedule of upcoming _team_ matches,snips-assistant:NextMatch
what's the upcoming schedule for the premier league,O O O O O O O B-tournament I-tournament ,what's the upcoming schedule for the _tournament_,snips-assistant:NextMatch
what's the time of the upcoming arsenal versus chelsea match of the premier league,O O O O O O O B-team O B-team O O O B-tournament I-tournament ,what's the time of the upcoming _team_ versus _team_ match of the _tournament_,snips-assistant:NextMatch
what are the play dates for arsenal in the next week,O O O O O O B-team O O O O ,what are the play dates for _team_ in the next week,snips-assistant:NextMatch
what are the play dates for real madrid and barcelona,O O O O O O B-team I-team O B-team ,what are the play dates for _team_ and _team_,snips-assistant:NextMatch
when can i see chelsea playing again,O O O O B-team O O ,when can i see _team_ playing again,snips-assistant:NextMatch
when's arsenal's next match,O O B-team O O O ,when's _team_'s next match,snips-assistant:NextMatch
when will i be able to see real madrid play again,O O O O O O O B-team I-team O O ,when will i be able to see _team_ play again,snips-assistant:NextMatch
what times are the matches of the premier league this week,O O O O O O O B-tournament I-tournament O O ,what times are the matches of the _tournament_ this week,snips-assistant:NextMatch
at what time does real madrid play this weekend,O O O O B-team I-team O O O ,at what time does _team_ play this weekend,snips-assistant:NextMatch
what are the details of the upcoming bundesliga matches,O O O O O O O B-tournament O ,what are the details of the upcoming _tournament_ matches,snips-assistant:NextMatch
tell me when there's NBA matches soon,O O O O O B-tournament O O ,tell me when there's _tournament_ matches soon,snips-assistant:NextMatch
tell me when the premier league match is on,O O O O B-tournament I-tournament O O O ,tell me when the _tournament_ match is on,snips-assistant:NextMatch
who will zaragoza play against this weekend,O O B-team O O O O ,who will _team_ play against this weekend,snips-assistant:NextMatch
who is playing valencia cf against next,O O O B-team I-team O O ,who is playing _team_ against next,snips-assistant:NextMatch
when is real madrid playing next and against who,O O B-team I-team O O O O O ,when is _team_ playing next and against who,snips-assistant:NextMatch
when is the next match in the premier league,O O O O O O O B-tournament I-tournament ,when is the next match in the _tournament_,snips-assistant:NextMatch
when's the next spanish la liga match,O O O O B-tournament I-tournament I-tournament O ,when's the next _tournament_ match,snips-assistant:NextMatch
what teams are playing the next champions league round,O O O O O O B-tournament I-tournament O ,what teams are playing the next _tournament_ round,snips-assistant:NextMatch
who is playing the next round in the europa league,O O O O O O O O B-tournament I-tournament ,who is playing the next round in the _tournament_,snips-assistant:NextMatch
is real madrid playing the next phase of the champions league,O B-team I-team O O O O O O B-tournament I-tournament ,is _team_ playing the next phase of the _tournament_,snips-assistant:NextMatch
I want you to stop,O O O O O ,I want you to stop,snips-assistant:Stop
I want it to stop,O O O O O ,I want it to stop,snips-assistant:Stop
Stop it,O O ,Stop it,snips-assistant:Stop
volume 1 level higher,O B-volume_higher O O ,volume _volume_higher_ level higher,snips-assistant:VolumeUp
raise the volume by one level,O O O O B-volume_higher O ,raise the volume by _volume_higher_ level,snips-assistant:VolumeUp
audio one level higher,O B-volume_higher O O ,audio _volume_higher_ level higher,snips-assistant:VolumeUp
volume one level louder,O B-volume_higher O O ,volume _volume_higher_ level louder,snips-assistant:VolumeUp
volume higher by one notch,O O O B-volume_higher O ,volume higher by _volume_higher_ notch,snips-assistant:VolumeUp
adjust volume to a higher setting,O O O O O O ,adjust volume to a higher setting,snips-assistant:VolumeUp
adjust music to a louder level,O O O O O O ,adjust music to a louder level,snips-assistant:VolumeUp
adjust audio to a higher volume,O O O O O O ,adjust audio to a higher volume,snips-assistant:VolumeUp
adjust music to a louder volume,O O O O O O ,adjust music to a louder volume,snips-assistant:VolumeUp
adjust to a higher level,O O O O O ,adjust to a higher level,snips-assistant:VolumeUp
increase volume by forty-four,O O O B-volume_higher ,increase volume by _volume_higher_,snips-assistant:VolumeUp
increase loudness by 55,O O O B-volume_higher ,increase loudness by _volume_higher_,snips-assistant:VolumeUp
increase loudness by seven,O O O B-volume_higher ,increase loudness by _volume_higher_,snips-assistant:VolumeUp
