utterance,labels,delexicalised,intent
Play my Black Sabbath  The Dio Years playlist ,O O B-playlist I-playlist I-playlist I-playlist I-playlist O ,Play my _playlist_ playlist ,PlayMusic
Play an ep from Mike Harding ,O O B-music_item O B-artist I-artist ,Play an _music_item_ from _artist_ ,PlayMusic
I want to hear anything from the Rock Symphonique genre please ,O O O O O O O B-genre I-genre O O ,I want to hear anything from the _genre_ genre please ,PlayMusic
Please play a 1997 record ,O O O B-year B-music_item ,Please play a _year_ _music_item_ ,PlayMusic
Put What Color Is Your Sky by Alana Davis on the stereo ,O B-album I-album I-album I-album I-album O B-artist I-artist O O O ,Put _album_ by _artist_ on the stereo ,PlayMusic
Please play a movement from george formby jr ,O O O B-music_item O B-artist I-artist I-artist ,Please play a _music_item_ from _artist_ ,PlayMusic
play some new Les Vandyke on Slacker,O O B-sort B-artist I-artist O B-service ,play some _sort_ _artist_ on _service_,PlayMusic
Please open Zvooq,O O B-service ,Please open _service_,PlayMusic
Play Progressive Metal ,O B-genre I-genre ,Play _genre_ ,PlayMusic
I want to hear soundtrack music on Youtube from Helena Iren Michaelsen,O O O O B-music_item O O B-service O B-artist I-artist I-artist ,I want to hear _music_item_ music on _service_ from _artist_,PlayMusic
play a song by Ramesh Narayan from 1960,O O B-music_item O B-artist I-artist O B-year ,play a _music_item_ by _artist_ from _year_,PlayMusic
Play some blues britÃ¢nico ,O O B-genre I-genre ,Play some _genre_ ,PlayMusic
Proceed with Hitomi Nabatame music from 2003 ,O O B-artist I-artist O O B-year ,Proceed with _artist_ music from _year_ ,PlayMusic
Play something on Zvooq,O O O B-service ,Play something on _service_,PlayMusic
Play music from Lynn & Wade Llp ,O O O B-artist I-artist I-artist I-artist ,Play music from _artist_ ,PlayMusic
Let me hear Chris Knight music,O O O B-artist I-artist O ,Let me hear _artist_ music,PlayMusic
Let's hear good Mohammad Mamle on Vimeo ,O O O B-sort B-artist I-artist O B-service ,Let's hear _sort_ _artist_ on _service_ ,PlayMusic
Please play a sound track from the fifties that's on Iheart,O O O B-music_item I-music_item O O B-year O O O B-service ,Please play a _music_item_ from the _year_ that's on _service_,PlayMusic
Play Music From Van-pires by Dmitry Malikov ,O B-album I-album I-album O B-artist I-artist ,Play _album_ by _artist_ ,PlayMusic
Play rich sex on Iheart,O B-track I-track O B-service ,Play _track_ on _service_,PlayMusic
Play Modern Psychedelia ,O B-playlist I-playlist ,Play _playlist_ ,PlayMusic
Book a reservation for my babies and I,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description ,Book a reservation for _party_size_description_,BookRestaurant
Book a reservation for a restaurant not far from MA,O O O O O B-restaurant_type B-spatial_relation I-spatial_relation O B-state ,Book a reservation for a _restaurant_type_ _spatial_relation_ from _state_,BookRestaurant
I would like to book a restaurant in Tanzania that is within walking distance for my mom and I,O O O O O O B-restaurant_type O B-country O O B-spatial_relation I-spatial_relation I-spatial_relation O B-party_size_description I-party_size_description I-party_size_description I-party_size_description ,I would like to book a _restaurant_type_ in _country_ that is _spatial_relation_ for _party_size_description_,BookRestaurant
Book a reservation for an oyster bar,O O O O O B-restaurant_type I-restaurant_type ,Book a reservation for an _restaurant_type_,BookRestaurant
Book a reservation for 6 people for a creole tavern in Montenegro,O O O O B-party_size_number O O O B-cuisine B-restaurant_type O B-country ,Book a reservation for _party_size_number_ people for a _cuisine_ _restaurant_type_ in _country_,BookRestaurant
I need a table in Sacaton at a gluten free restaurant,O O O O O B-city O O B-cuisine I-cuisine B-restaurant_type ,I need a table in _city_ at a _cuisine_ _restaurant_type_,BookRestaurant
book sot for me and my grandfather nearby West Reading,O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description B-spatial_relation B-poi I-poi ,book sot for _party_size_description_ _spatial_relation_ _poi_,BookRestaurant
Book me and my nieces a reservation for a seafood restaurant in Cle Elum  NE on ascension day,O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O B-served_dish B-restaurant_type O B-city I-city B-state O B-timerange I-timerange ,Book _party_size_description_ a reservation for a _served_dish_ _restaurant_type_ in _city_  _state_ on _timerange_,BookRestaurant
book spot for two at City Tavern,O O O B-party_size_number O B-restaurant_name I-restaurant_name ,book spot for _party_size_number_ at _restaurant_name_,BookRestaurant
I want to book a brasserie for 3 people in Netherlands Antilles ,O O O O O B-restaurant_type O B-party_size_number O O B-country I-country ,I want to book a _restaurant_type_ for _party_size_number_ people in _country_ ,BookRestaurant
Book me a reservation for the best bistro,O O O O O O B-sort B-restaurant_type ,Book me a reservation for the _sort_ _restaurant_type_,BookRestaurant
book the best table in Tanzania for 5 people at a diner,O O B-sort O O B-country O B-party_size_number O O O B-restaurant_type ,book the _sort_ table in _country_ for _party_size_number_ people at a _restaurant_type_,BookRestaurant
I want to book a joint in a  spa ,O O O O O B-restaurant_type O O B-facility ,I want to book a _restaurant_type_ in a  _facility_ ,BookRestaurant
book a gastropub that serves turkish food for 4 people,O O B-restaurant_type O O B-cuisine O O B-party_size_number O ,book a _restaurant_type_ that serves _cuisine_ food for _party_size_number_ people,BookRestaurant
book spot for 7 at an indoor restaurant in MP now,O O O B-party_size_number O O B-facility B-restaurant_type O B-state B-timerange ,book spot for _party_size_number_ at an _facility_ _restaurant_type_ in _state_ _timerange_,BookRestaurant
book a table in Fiji for zero a m,O O O O B-country O B-timerange I-timerange I-timerange ,book a table in _country_ for _timerange_,BookRestaurant
I want to book a restaurant for five people in Sri Lanka ,O O O O O B-restaurant_type O B-party_size_number O O B-country I-country ,I want to book a _restaurant_type_ for _party_size_number_ people in _country_ ,BookRestaurant
I need a table for 5 at a highly rated gastropub in Concord MN,O O O O O B-party_size_number O O B-sort I-sort B-restaurant_type O B-city B-state ,I need a table for _party_size_number_ at a _sort_ _restaurant_type_ in _city_ _state_,BookRestaurant
I want to book Oregon Electric Station in North City ,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-city I-city ,I want to book _restaurant_name_ in _city_ ,BookRestaurant
I need a table for 4  please confirm the reservation ,O O O O O B-party_size_number O O O O ,I need a table for _party_size_number_  please confirm the reservation ,BookRestaurant
Book a popular restaurant for 5 people,O O B-sort B-restaurant_type O B-party_size_number O ,Book a _sort_ _restaurant_type_ for _party_size_number_ people,BookRestaurant
I want to book a joint close by the naomi's hostel for a meal for 8 people ,O O O O O B-restaurant_type B-spatial_relation I-spatial_relation O B-poi I-poi I-poi O O B-timerange O B-party_size_number O ,I want to book a _restaurant_type_ _spatial_relation_ the _poi_ for a _timerange_ for _party_size_number_ people ,BookRestaurant
I want to eat a delicatessen in thirteen hours that serves eastern european food,O O O O O B-restaurant_type B-timerange I-timerange I-timerange O O B-cuisine I-cuisine O ,I want to eat a _restaurant_type_ _timerange_ that serves _cuisine_ food,BookRestaurant
Book a reservation for nine people at a bakery in Nunez,O O O O B-party_size_number O O O B-restaurant_type O B-city ,Book a reservation for _party_size_number_ people at a _restaurant_type_ in _city_,BookRestaurant
Book a reservation at tavern for noodle,O O O O B-restaurant_type O B-served_dish ,Book a reservation at _restaurant_type_ for _served_dish_,BookRestaurant
book spot for 4 in Somalia,O O O B-party_size_number O B-country ,book spot for _party_size_number_ in _country_,BookRestaurant
I want to book Albany Pump Station in Buckholts Washington now for a party of 9 ,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-city B-state B-timerange O O O O B-party_size_number ,I want to book _restaurant_name_ in _city_ _state_ _timerange_ for a party of _party_size_number_ ,BookRestaurant
I want to book a taverna in Archer City for this spring for nine people ,O O O O O B-restaurant_type O B-city I-city O B-timerange I-timerange O B-party_size_number O ,I want to book a _restaurant_type_ in _city_ for _timerange_ for _party_size_number_ people ,BookRestaurant
I want to book a top-rated brasserie for 7 people ,O O O O O B-sort B-restaurant_type O B-party_size_number O ,I want to book a _sort_ _restaurant_type_ for _party_size_number_ people ,BookRestaurant
Book a reservation for 8 people in Wardville  Kansas,O O O O B-party_size_number O O B-city B-state ,Book a reservation for _party_size_number_ people in _city_  _state_,BookRestaurant
table for Breadline Cafe in Minnesota next friday,O O B-restaurant_name I-restaurant_name O B-state B-timerange I-timerange ,table for _restaurant_name_ in _state_ _timerange_,BookRestaurant
I want to book a restaurant in Niger for seven people ,O O O O O B-restaurant_type O B-country O B-party_size_number O ,I want to book a _restaurant_type_ in _country_ for _party_size_number_ people ,BookRestaurant
Book spot for 9,O O O B-party_size_number ,Book spot for _party_size_number_,BookRestaurant
Book me a reservation for a pub in Cormorant for a party of nine,O O O O O O B-restaurant_type O B-city O O O O B-party_size_number ,Book me a reservation for a _restaurant_type_ in _city_ for a party of _party_size_number_,BookRestaurant
book spot for my nieces and I at a tea house,O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-restaurant_type I-restaurant_type ,book spot for _party_size_description_ at a _restaurant_type_,BookRestaurant
I want to book a jewish restaurant in Gambia ,O O O O O B-cuisine B-restaurant_type O B-country ,I want to book a _cuisine_ _restaurant_type_ in _country_ ,BookRestaurant
Book a reservation for The Dome  Edinburgh close to Brooklawn,O O O O B-restaurant_name I-restaurant_name I-restaurant_name B-spatial_relation O B-poi ,Book a reservation for _restaurant_name_ _spatial_relation_ to _poi_,BookRestaurant
book spot for 1 at Town of Ramsgate in Merit,O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name O B-city ,book spot for _party_size_number_ at _restaurant_name_ in _city_,BookRestaurant
Book a spot for me and kathrine  at Smithville,O O O O B-party_size_description I-party_size_description I-party_size_description O B-city ,Book a spot for _party_size_description_  at _city_,BookRestaurant
I want to book a restaurant for my father in law and I in Buckner a year from now ,O O O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-city B-timerange I-timerange I-timerange I-timerange ,I want to book a _restaurant_type_ for _party_size_description_ in _city_ _timerange_ ,BookRestaurant
Book a restaurant reservation in 6 weeks,O O B-restaurant_type O B-timerange I-timerange I-timerange ,Book a _restaurant_type_ reservation _timerange_,BookRestaurant
Book a reservation for a bar with a spa nearby ID,O O O O O B-restaurant_type O O B-facility B-spatial_relation B-state ,Book a reservation for a _restaurant_type_ with a _facility_ _spatial_relation_ _state_,BookRestaurant
book spot for four at Cliff House  San Francisco in Martinique,O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-country ,book spot for _party_size_number_ at _restaurant_name_ in _country_,BookRestaurant
I need a table for 4 in Saint Helena at Settha Palace Hotel,O O O O O B-party_size_number O B-country I-country O B-restaurant_name I-restaurant_name I-restaurant_name ,I need a table for _party_size_number_ in _country_ at _restaurant_name_,BookRestaurant
I want to book a restaurant in Frenier 12 years from now for 4 people ,O O O O O B-restaurant_type O B-city B-timerange I-timerange I-timerange I-timerange O B-party_size_number O ,I want to book a _restaurant_type_ in _city_ _timerange_ for _party_size_number_ people ,BookRestaurant
Book seven in neighboring Moorpark,O B-party_size_number O B-spatial_relation B-city ,Book _party_size_number_ in _spatial_relation_ _city_,BookRestaurant
I want to eat by five pm in NE for a six people,O O O O O B-timerange I-timerange O B-state O O B-party_size_number O ,I want to eat by _timerange_ in _state_ for a _party_size_number_ people,BookRestaurant
I want to book Tupelo Honey Cafe in New Jersey for five people ,O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state I-state O B-party_size_number O ,I want to book _restaurant_name_ in _state_ for _party_size_number_ people ,BookRestaurant
Book a reservation for two at Mickies Dairy Bar in Weedsport,O O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name O B-city ,Book a reservation for _party_size_number_ at _restaurant_name_ in _city_,BookRestaurant
book a table at a Fried chicken restaurant,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name ,book a table at a _restaurant_name_,BookRestaurant
book spot for mavis  sheila and I in Syria at elevenses,O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-country O B-timerange ,book spot for _party_size_description_ in _country_ at _timerange_,BookRestaurant
Can you book me a table at Windows on the World in Cokeville   MI ,O O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-city B-state ,Can you book me a table at _restaurant_name_ in _city_   _state_ ,BookRestaurant
Book me a table for 5 this year at Cherwell Boathouse,O O O O O B-party_size_number B-timerange I-timerange O B-restaurant_name I-restaurant_name ,Book me a table for _party_size_number_ _timerange_ at _restaurant_name_,BookRestaurant
book spot for six  at 8 pm at a coffeehouse in NE that serves hog fry,O O O B-party_size_number O B-timerange I-timerange O O B-restaurant_type O B-state O O B-served_dish I-served_dish ,book spot for _party_size_number_  at _timerange_ at a _restaurant_type_ in _state_ that serves _served_dish_,BookRestaurant
I want to book a restaurant close-by in Inman for five people ,O O O O O B-restaurant_type B-spatial_relation O B-city O B-party_size_number O ,I want to book a _restaurant_type_ _spatial_relation_ in _city_ for _party_size_number_ people ,BookRestaurant
I need a table at Eddie's Attic in Nevada for one,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-state O B-party_size_number ,I need a table at _restaurant_name_ in _state_ for _party_size_number_,BookRestaurant
Book a reservation for an osteria restaurant for 4 people on november 4,O O O O O B-restaurant_type O O B-party_size_number O O B-timerange I-timerange ,Book a reservation for an _restaurant_type_ restaurant for _party_size_number_ people on _timerange_,BookRestaurant
I want to book a top-rated restaurant close by in LA for me  rebecca and loraine on 2/6/2020 ,O O O O O B-sort B-restaurant_type B-spatial_relation O O B-state O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-timerange ,I want to book a _sort_ _restaurant_type_ _spatial_relation_ by in _state_ for _party_size_description_ on _timerange_ ,BookRestaurant
Book a reservation for 1 at a diner in WI,O O O O B-party_size_number O O B-restaurant_type O B-state ,Book a reservation for _party_size_number_ at a _restaurant_type_ in _state_,BookRestaurant
Book a reservation for 5 people at the top-rated brasserie restaurant,O O O O B-party_size_number O O O B-sort B-restaurant_type O ,Book a reservation for _party_size_number_ people at the _sort_ _restaurant_type_ restaurant,BookRestaurant
book a table on 1/20/2023 for 5 people in MH,O O O O B-timerange O B-party_size_number O O B-state ,book a table on _timerange_ for _party_size_number_ people in _state_,BookRestaurant
book a table near pat's college,O O O B-spatial_relation B-poi I-poi I-poi ,book a table _spatial_relation_ _poi_,BookRestaurant
I want to book a steakhouse in Vimy Ridge ,O O O O O B-restaurant_type O B-city I-city ,I want to book a _restaurant_type_ in _city_ ,BookRestaurant
I want a table at James D  Conrey House in Urbank California,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-city B-state ,I want a table at _restaurant_name_ in _city_ _state_,BookRestaurant
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,O O O O O O B-country O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name ,Like to book a seat in _country_ for the _restaurant_name_,BookRestaurant
I want to book a table in a restaurant in Bouvet Island ,O O O O O O O O B-restaurant_type O B-country I-country ,I want to book a table in a _restaurant_type_ in _country_ ,BookRestaurant
I would like to book a restaurant for souvlaki cuisine in the state of NE,O O O O O O B-restaurant_type O B-cuisine O O O O O B-state ,I would like to book a _restaurant_type_ for _cuisine_ cuisine in the state of _state_,BookRestaurant
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,O O O O B-party_size_number O O O B-restaurant_type I-restaurant_type O O B-facility B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-city O B-timerange I-timerange ,Book a reservation for _party_size_number_ people at an _restaurant_type_ with a _facility_ _spatial_relation_ of _city_ for _timerange_,BookRestaurant
Book a reservation for velma  ana and rebecca for an american pizzeria at 5 Am in MA,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-cuisine B-restaurant_type O B-timerange I-timerange O B-state ,Book a reservation for _party_size_description_ for an _cuisine_ _restaurant_type_ at _timerange_ in _state_,BookRestaurant
Book a spot for 4 in Oklahoma at South Street Diner,O O O O B-party_size_number O B-state O B-restaurant_name I-restaurant_name I-restaurant_name ,Book a spot for _party_size_number_ in _state_ at _restaurant_name_,BookRestaurant
Book a reservation for my mommy and I at a restaurant in Central African Republic,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-restaurant_type O B-country I-country I-country ,Book a reservation for _party_size_description_ at a _restaurant_type_ in _country_,BookRestaurant
Book a reservation for five people for a tatar taverna in Sargents,O O O O B-party_size_number O O O B-cuisine B-restaurant_type O B-city ,Book a reservation for _party_size_number_ people for a _cuisine_ _restaurant_type_ in _city_,BookRestaurant
phyllis ward and veronica need a table at a restaurant in 152 days,B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-restaurant_type B-timerange I-timerange I-timerange ,_party_size_description_ need a table at a _restaurant_type_ _timerange_,BookRestaurant
Book a reservation for ten at a restaurant in Ohio,O O O O B-party_size_number O O B-restaurant_type O B-state ,Book a reservation for _party_size_number_ at a _restaurant_type_ in _state_,BookRestaurant
I want to book a tea house that serves salade far from here at Midnight in Panama for two people ,O O O O O B-restaurant_type I-restaurant_type O O B-served_dish B-spatial_relation O O O B-timerange O B-country O B-party_size_number O ,I want to book a _restaurant_type_ that serves _served_dish_ _spatial_relation_ from here at _timerange_ in _country_ for _party_size_number_ people ,BookRestaurant
I want to book a food truck for seven people in the Republic of the Congo ,O O O O O B-restaurant_type I-restaurant_type O B-party_size_number O O O B-country I-country I-country I-country ,I want to book a _restaurant_type_ for _party_size_number_ people in the _country_ ,BookRestaurant
I want to book a restaurant for ten people ,O O O O O B-restaurant_type O B-party_size_number O ,I want to book a _restaurant_type_ for _party_size_number_ people ,BookRestaurant
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,O O B-spatial_relation B-city B-timerange I-timerange I-timerange I-timerange O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name ,Lets eat _spatial_relation_ _city_ _timerange_ at _restaurant_name_,BookRestaurant
Book sot for 7 at a restaurant that serves european in Stringtown on Feb  the 28th  2034,O O O B-party_size_number O O B-restaurant_type O O B-cuisine O B-city O B-timerange I-timerange I-timerange I-timerange ,Book sot for _party_size_number_ at a _restaurant_type_ that serves _cuisine_ in _city_ on _timerange_,BookRestaurant
book a restaurant for six at an outdoor cafe in Ãland,O O B-restaurant_type O B-party_size_number O O B-facility O O B-country I-country ,book a _restaurant_type_ for _party_size_number_ at an _facility_ cafe in _country_,BookRestaurant
